Slot,Tag,Hash,Name,X,Y,Z,Yaw,Job
37,1FB5EAB5,5CEE67FD,clakker_male,23.33,52.35,-20.6,90.88,n
38,DADD4609,FFFC00CB,outlaw_shooter,111.5,-29.85,-61.88,-178.7,n
39,D76C60BD,5CEE67FD,clakker_male,32.71,13.36,-43.72,0.0,y
40,E0CB1D48,0E997260,clakker_female,24.88,-52.95,-22.82,-93.3,y
41,CBE64E8B,0E997260,clakker_female,67.5,-58.97,-42.17,0.0,y
42,8136C73B,5CEE67FD,clakker_male,5.78,-35.98,-42.41,150.45,y
43,B691BACE,0E997260,clakker_female,8.48,18.05,-42.99,0.0,y
44,270E9603,5CEE67FD,clakker_male,90.83,32.76,-39.48,-77.35,y
45,3109A601,0E997260,clakker_female,87.49,15.55,-40.43,-79.62,y
46,684F00C4,5CEE67FD,clakker_male,46.3,46.23,-42.83,-77.35,y
47,10BC0DBA,AB444625,sewerworker,97.49,-13.97,-42.11,-86.03,y
48,5C1014E0,5CEE67FD,clakker_male,-85.79,250.83,-24.19,0.0,n
49,20962676,606283C9,farmerbeaks,28.94,-239.36,-16.33,-142.93,n
50,0AF70C48,BAF35C16,clakker_clerk,20.36,-242.46,-16.3,175.96,y
51,13518227,5CEE67FD,clakker_male,-97.02,249.71,-24.52,58.19,y
52,9F5DB5E0,C766CCA2,eugeneius,96.97,159.42,-43.41,-41.86,y
53,B300A5B9,5CEE67FD,clakker_male,-94.85,8.8,-41.73,68.3,y
54,982DF67A,5CEE67FD,clakker_male,-62.62,-11.7,-42.91,-123.16,y
55,1538F481,5CEE67FD,clakker_male,-50.62,38.41,-42.5,3.39,y
56,AF8A8B8F,0E997260,clakker_female,-83.98,26.89,-41.77,0.0,y
57,AA1B94F8,5CEE67FD,clakker_male,-97.07,-17.78,-42.8,0.0,y
58,E55A023F,5CEE67FD,clakker_male,-67.54,30.99,-43.42,0.0,y
59,9F1E6313,7C6717E1,slog,30.28,-47.14,-38.08,0.0,n
60,B43330D0,7C6717E1,slog,30.28,-54.82,-38.08,149.39,n
61,AD280191,7C6717E1,slog,18.41,-46.98,-38.08,149.39,n
62,E2699756,7C6717E1,slog,8.1,-34.64,-38.08,100.43,n
63,FB72A617,7C6717E1,slog,12.16,-31.8,-38.08,-83.02,n
64,72B13F2E,B6FE5A75,grubb_male,101.79,-156.58,-41.05,46.14,n
65,D6712C56,B6FE5A75,grubb_male,150.96,-237.77,-47.9,0.0,n
66,802B8BD0,B6FE5A75,grubb_male,164.51,-245.41,-47.61,29.87,n
67,AB06D813,B6FE5A75,grubb_male,151.72,-233.48,-48.18,0.0,n
68,6BAA0E6F,B6FE5A75,grubb_male,146.83,-235.59,-50.58,0.0,n
69,EC3212A0,B6FE5A75,grubb_male,141.07,-237.77,-53.47,0.0,n
70,F52923E1,B6FE5A75,grubb_male,138.58,-232.6,-54.89,0.0,n
71,26AD26F1,B6FE5A75,grubb_male,132.78,-185.35,-45.81,0.0,n
72,3FB617B0,B6FE5A75,grubb_male,124.02,-166.15,-44.49,0.0,n
73,149B4473,B6FE5A75,grubb_male,124.52,-181.75,-45.81,0.0,n
74,42C1E3F5,B6FE5A75,grubb_male,128.21,-226.98,-56.55,0.0,n
75,CF6A1D17,B6FE5A75,grubb_male,164.34,-243.31,-47.82,-104.44,n
76,3DF0A9E9,B6FE5A75,grubb_male,101.42,-158.14,-40.58,0.0,n
77,16DDFA2A,B6FE5A75,grubb_male,93.74,-204.87,-46.13,-39.01,n
78,3585F59D,B6FE5A75,grubb_male,95.45,-188.68,-46.06,-89.15,n
79,24EB98A8,B6FE5A75,grubb_male,94.03,-196.27,-45.92,96.53,n
80,40875DAC,B6FE5A75,grubb_male,124.71,-136.52,-41.63,-88.42,n
81,599C6CED,B6FE5A75,grubb_male,124.65,-134.28,-41.34,-88.42,n
82,CB4AD482,B6FE5A75,grubb_male,143.08,-156.22,-32.47,0.0,n
83,730A7888,2F1D4FF5,sewerslog,140.54,-349.76,-44.15,-172.86,n
84,58272B4B,2F1D4FF5,sewerslog,161.72,-349.84,-44.15,-172.86,n
85,413C1A0A,2F1D4FF5,sewerslog,181.46,-350.33,-44.17,-172.86,n
86,382B16FD,FFFC00CB,outlaw_shooter,201.98,-472.14,-34.7,90.0,y
87,1306453E,FFFC00CB,outlaw_shooter,204.56,-474.11,-34.7,90.0,y
88,0A1D747F,FFFC00CB,outlaw_shooter,204.23,-482.71,-34.77,90.0,y
89,455CE2B8,FFFC00CB,outlaw_shooter,202.89,-488.82,-34.7,90.0,y
90,776A803A,FFFC00CB,outlaw_shooter,203.11,-496.96,-34.7,90.0,y
91,18C47875,2F1D4FF5,sewerslog,177.26,-346.33,-51.57,0.0,n
92,01DF4934,2F1D4FF5,sewerslog,170.85,-346.84,-52.84,0.0,n
93,D25B4C24,2F1D4FF5,sewerslog,158.49,-348.91,-52.84,0.0,n
94,CB407D65,2F1D4FF5,sewerslog,185.01,-343.36,-52.84,0.0,n
95,E06D2EA6,2F1D4FF5,sewerslog,164.15,-332.68,-52.84,0.0,n
96,F9761FE7,2F1D4FF5,sewerslog,155.43,-342.7,-53.23,0.0,n
97,B6378920,2F1D4FF5,sewerslog,174.45,-329.85,-52.84,0.0,n
98,AF2CB861,2F1D4FF5,sewerslog,166.6,-330.06,-52.84,0.0,n
99,8401EBA2,2F1D4FF5,sewerslog,160.0,-330.03,-52.84,0.0,n
100,9D1ADAE3,2F1D4FF5,sewerslog,184.25,-291.93,-52.89,0.0,n
101,1A82C62C,2F1D4FF5,sewerslog,192.0,-294.63,-52.89,0.0,n
102,0399F76D,2F1D4FF5,sewerslog,205.17,-333.85,-31.75,0.0,n
103,D3992613,2F1D4FF5,sewerslog,205.27,-337.93,-31.86,0.0,n
104,1B40AC1B,2F1D4FF5,sewerslog,205.27,-325.69,-31.86,0.0,n
105,025B9D5A,2F1D4FF5,sewerslog,205.27,-332.48,-31.86,0.0,n
106,F8B475D0,2F1D4FF5,sewerslog,182.33,-355.22,-32.2,117.77,n
107,CA821752,2F1D4FF5,sewerslog,184.65,-356.19,-32.16,126.56,n
108,E1AF4491,2F1D4FF5,sewerslog,184.61,-353.77,-32.13,114.38,n
109,D08E4F43,FFFC00CB,outlaw_shooter,178.28,-374.49,-41.45,-0.38,n
110,FBA31C80,FFFC00CB,outlaw_shooter,181.03,-379.12,-41.44,179.15,n
111,763F8B30,2F1D4FF5,sewerslog,120.02,-199.27,-52.46,0.0,n
112,5D12D8F3,2F1D4FF5,sewerslog,119.91,-205.66,-52.45,0.0,n
113,0B487F75,2F1D4FF5,sewerslog,120.06,-187.18,-52.46,0.0,n
114,12534E34,2F1D4FF5,sewerslog,115.75,-187.07,-52.47,0.0,n
115,397E1DF7,2F1D4FF5,sewerslog,115.75,-200.71,-52.46,0.0,n
116,20652CB6,2F1D4FF5,sewerslog,119.44,-178.02,-52.47,0.0,n
117,A7FD3079,2F1D4FF5,sewerslog,101.46,-198.67,-46.98,0.0,n
118,BEE60138,2F1D4FF5,sewerslog,104.08,-204.37,-46.98,0.0,n
119,82DCAC3B,2F1D4FF5,sewerslog,157.19,-184.99,-69.43,0.0,n
120,9BC79D7A,2F1D4FF5,sewerslog,151.44,-186.35,-69.35,0.0,n
121,B0EACEB9,2F1D4FF5,sewerslog,158.94,-179.85,-66.3,0.0,n
122,A9F1FFF8,2F1D4FF5,sewerslog,124.86,-245.37,-52.66,0.0,n
123,E6B0693F,2F1D4FF5,sewerslog,118.74,-245.32,-52.84,0.0,n
124,FFAB587E,2F1D4FF5,sewerslog,113.11,-245.19,-52.67,0.0,n
125,D4860BBD,2F1D4FF5,sewerslog,100.6,-257.18,-18.23,180.0,n
126,CD9D3AFC,2F1D4FF5,sewerslog,105.1,-260.05,-18.4,180.0,n
127,81587855,2F1D4FF5,sewerslog,100.61,-257.2,-18.41,180.0,n
128,98434914,2F1D4FF5,sewerslog,105.11,-260.05,-18.39,180.0,n
129,4510F5F7,AB444625,sewerworker,123.26,-57.65,-64.13,88.77,y
130,D5F3D500,FFFC00CB,outlaw_shooter,371.24,156.4,-39.63,0.0,n
131,81D4FE91,FFFC00CB,outlaw_shooter,553.14,881.72,-224.7,0.0,n
132,CE956856,FFFC00CB,outlaw_shooter,558.48,897.64,-226.59,0.0,n
133,E1354727,FFFC00CB,outlaw_shooter,578.03,909.62,-227.85,0.0,n
134,32B14237,FFFC00CB,outlaw_shooter,582.49,910.18,-210.47,0.0,n
135,2BAA7376,6A6A4558,outlaw_sniper,586.49,898.43,-213.54,0.0,n
136,AC326FB9,6A6A4558,outlaw_sniper,555.97,873.54,-202.77,0.0,n
137,B5295EF8,FFFC00CB,outlaw_shooter,541.25,900.32,-203.38,0.0,n
138,CE945A33,5629AD35,outlawsuicidebomber,644.41,957.76,-239.85,27.7,n
139,D78F6B72,5629AD35,outlawsuicidebomber,622.58,887.97,-236.59,-166.2,n
140,E5B83B95,FFFC00CB,outlaw_shooter,675.74,871.56,-240.5,-163.96,n
141,F82E7666,FFFC00CB,outlaw_shooter,669.5,870.05,-240.5,-173.12,n
142,3F5DA132,FF0100ED,outlaw_mortar,643.9,914.65,-240.44,0.0,n
143,4C2F9769,2D8CF05F,outlawsemiauto,714.53,733.5,-259.21,168.44,y
144,85598223,FFFC00CB,outlaw_shooter,701.83,782.58,-258.43,78.21,y
145,CA1814E4,FFFC00CB,outlaw_shooter,700.93,778.28,-258.32,78.21,y
146,F2DA081A,FFFC00CB,outlaw_shooter,764.0,583.74,-244.1,-161.69,n
147,42E9A5CA,B5A32E92,outlawflamethrower,752.06,582.77,-249.46,-158.18,y
148,69C4F609,B5A32E92,outlawflamethrower,765.65,588.44,-249.47,-159.43,y
149,E1A009BA,2B6A3743,patrackpalooka,758.22,588.44,-243.86,-155.83,y
150,E41E5D31,FFFC00CB,outlaw_shooter,784.49,596.09,-249.37,-161.82,y
151,CF330EF2,FFFC00CB,outlaw_shooter,731.52,577.14,-249.37,-161.77,y
152,690706B4,FF0100ED,outlaw_mortar,662.78,555.79,-199.88,27.34,n
153,98CFCFD0,FFFC00CB,outlaw_shooter,320.54,502.0,-206.85,0.0,n
154,26469073,FF0100ED,outlaw_mortar,523.57,404.98,-154.09,27.34,n
155,D2C14F92,FFFC00CB,outlaw_shooter,461.99,458.82,-166.39,93.52,n
156,F9EC1C51,FFFC00CB,outlaw_shooter,467.98,459.71,-166.34,100.31,n
157,E0F72D10,FFFC00CB,outlaw_shooter,505.66,405.02,-156.46,35.65,n
158,F1C330FC,5629AD35,outlawsuicidebomber,530.01,454.45,-166.29,-43.67,n
159,E8D801BD,5629AD35,outlawsuicidebomber,537.27,437.91,-166.79,-43.67,n
160,C3F5527E,5629AD35,outlawsuicidebomber,542.07,430.71,-166.72,-59.29,n
161,FA68C83F,FFFC00CB,outlaw_shooter,521.87,416.01,-166.71,0.0,n
162,E373F97E,FFFC00CB,outlaw_shooter,531.94,402.15,-167.24,0.0,n
163,900E0232,FFFC00CB,outlaw_shooter,481.4,565.52,-173.43,0.0,n
164,BB2351F1,FFFC00CB,outlaw_shooter,487.09,566.05,-173.66,0.0,n
165,1470F2F1,FF0100ED,outlaw_mortar,514.36,567.28,-176.83,0.0,n
166,E5B909F0,5629AD35,outlawsuicidebomber,446.56,830.65,-202.85,37.36,n
167,50BAC2B3,5629AD35,outlawsuicidebomber,474.14,823.71,-203.63,-53.81,n
168,F462C736,FFFC00CB,outlaw_shooter,482.46,746.0,-196.65,0.0,n
169,DF4F94F5,FFFC00CB,outlaw_shooter,469.84,757.64,-198.1,0.0,n
170,9C3D14AD,6A6A4558,outlaw_sniper,508.07,803.8,-179.09,0.0,n
171,B710476E,6A6A4558,outlaw_sniper,514.44,771.12,-189.44,0.0,n
172,FCA238B1,5629AD35,outlawsuicidebomber,424.17,778.87,-197.62,89.74,n
173,98CEFDB5,5629AD35,outlawsuicidebomber,414.21,681.66,-178.13,21.76,n
174,81D5CCF4,5629AD35,outlawsuicidebomber,403.31,663.2,-178.37,92.49,n
175,D78E5917,FFFC00CB,outlaw_shooter,419.76,647.58,-180.3,0.0,n
176,871F3C7A,FFFC00CB,outlaw_shooter,430.15,636.23,-181.07,47.11,n
177,49A1F3F2,5629AD35,outlawsuicidebomber,401.78,648.58,-179.52,92.49,n
178,29ECCD2F,6A6A4558,outlaw_sniper,576.81,346.54,-145.98,15.65,n
179,AE74D1E0,6A6A4558,outlaw_sniper,560.74,336.34,-145.64,106.26,n
180,23C7F700,FF32E523,outlaw_nailer,575.41,270.35,-153.34,0.0,n
181,3ADCC641,FF32E523,outlaw_nailer,578.03,261.61,-152.5,0.0,n
182,D30325A5,FFFC00CB,outlaw_shooter,555.04,286.21,-141.03,0.0,n
183,C85EAABD,FFFC00CB,outlaw_shooter,558.99,309.1,-154.17,99.79,n
184,D1459BFC,FFFC00CB,outlaw_shooter,558.65,319.68,-154.8,98.13,n
185,DAEE633F,5629AD35,outlawsuicidebomber,548.29,370.65,-166.11,11.19,n
186,95AFF5F8,5629AD35,outlawsuicidebomber,556.81,372.17,-166.62,10.77,n
187,82EC183C,FFFC00CB,outlaw_shooter,170.87,-203.64,-30.12,-22.34,y
188,B84C0B65,FFFC00CB,outlaw_shooter,227.64,-308.75,-27.87,-112.38,n
189,A1573A24,FFFC00CB,outlaw_shooter,222.38,-306.44,-27.3,58.57,n
190,CC0EC58D,6A6A4558,outlaw_sniper,159.5,-179.09,-10.56,22.33,y
191,177D9007,FFFC00CB,outlaw_shooter,185.42,-215.12,-30.32,-48.83,y
192,9BF7297D,FFFC00CB,outlaw_shooter,182.26,-217.57,-30.63,135.08,y
193,9ADA1307,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
194,1D420FC8,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
195,D459EFF7,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
196,86A1A104,FFFC00CB,outlaw_shooter,14.39,-91.3,-3.57,-103.77,n
197,A07E5535,FFFC00CB,outlaw_shooter,14.99,-84.91,-3.45,-103.77,n
198,41273781,FFFC00CB,outlaw_shooter,3.53,-132.13,-20.16,-103.77,n
199,583C06C0,FFFC00CB,outlaw_shooter,-3.65,-130.08,-20.16,-110.65,n
200,21DD747B,FFFC00CB,outlaw_shooter,72.95,-161.49,-14.23,86.63,y
201,38C6453A,FFFC00CB,outlaw_shooter,72.95,-161.49,-14.23,47.32,y
202,735A1A6E,FFFC00CB,outlaw_shooter,72.95,-161.49,-14.23,46.31,y
203,45B1B17F,2D8CF05F,outlawsemiauto,71.91,-140.47,-15.09,60.75,y
204,7787D3FD,2D8CF05F,outlawsemiauto,71.91,-140.47,-15.09,93.34,y
205,6E9CE2BC,2D8CF05F,outlawsemiauto,71.91,-140.47,-15.09,60.75,y
206,0E83D265,FF32E523,outlaw_nailer,49.36,-132.47,-29.37,0.0,n
207,6AEF1761,FF32E523,outlaw_nailer,45.12,-125.03,-29.37,0.0,n
208,F3717C6F,FFFC00CB,outlaw_shooter,17.68,-108.76,-3.64,-103.77,y
209,EABC9F93,FFFC00CB,outlaw_shooter,10.1,-112.47,-3.64,-103.77,y
210,107438DB,FFFC00CB,outlaw_shooter,11.03,-141.73,-20.13,13.53,y
211,B4E882D8,FFFC00CB,outlaw_shooter,17.2,-122.46,-20.48,16.86,y
212,D47BBDC5,FFFC00CB,outlaw_shooter,40.2,-172.88,-29.35,15.53,y
213,9E299603,35179A52,jomama,1.3,-137.33,-3.94,0.0,y
214,E55CDF02,FFFC00CB,outlaw_shooter,11.94,-119.62,-29.06,-108.14,y
215,D76ABD80,FFFC00CB,outlaw_shooter,7.23,-118.18,-29.06,-95.72,y
216,982B2B47,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
217,AA1D49C5,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
218,B3067884,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
219,2D85550A,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
220,D7DD3B99,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
221,E5EB591B,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
222,FCF0685A,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
223,AAAACFDC,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
224,81879C1F,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
225,1F04B191,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
226,061F80D0,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
227,CC80B481,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
228,E7ADE742,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
229,B1F740C4,FFFC00CB,outlaw_shooter,8.57,-118.52,-29.06,-108.14,y
230,A8EC7185,FFFC00CB,outlaw_shooter,13.69,-120.2,-29.06,-108.14,y
231,2004E400,FFFC00CB,outlaw_shooter,153.23,558.1,-27.02,-14.65,n
232,0B29B7C3,FFFC00CB,outlaw_shooter,152.78,561.09,-27.02,-14.65,n
233,12328682,FFFC00CB,outlaw_shooter,149.2,559.01,-27.02,-14.65,n
234,111E9388,6A6A4558,outlaw_sniper,151.42,553.94,-17.92,-27.47,y
235,5F35AE1C,FFFC00CB,outlaw_shooter,135.22,540.9,-27.02,-174.14,n
236,462E9F5D,FFFC00CB,outlaw_shooter,165.42,520.01,-26.81,116.36,n
237,97CB6BD6,FF0100ED,outlaw_mortar,157.21,526.93,-14.98,-46.03,n
238,14F94469,FFFC00CB,outlaw_shooter,112.96,469.51,-26.81,116.36,n
239,BCE63815,FF0100ED,outlaw_mortar,105.95,520.94,-18.66,47.86,n
240,0E66A146,FFFC00CB,outlaw_shooter,105.81,442.54,-26.61,-175.13,n
241,5CB17A72,FFFC00CB,outlaw_shooter,190.6,453.85,-26.0,-122.05,n
242,45AA4B33,FFFC00CB,outlaw_shooter,192.47,453.43,-26.0,-122.05,n
243,A5DA4696,FFFC00CB,outlaw_shooter,229.53,447.06,-26.44,-122.05,n
244,BCC177D7,FFFC00CB,outlaw_shooter,180.42,400.7,-18.64,179.44,n
245,3A9B012F,FFFC00CB,outlaw_shooter,154.05,458.71,-27.46,-122.05,n
246,391FD541,FFFC00CB,outlaw_shooter,148.25,555.86,-27.02,-14.65,n
247,44682104,FFFC00CB,outlaw_shooter,194.47,427.02,-0.55,-8.03,n
248,7572568C,6A6A4558,outlaw_sniper,78.8,387.26,84.61,59.1,y
249,3A33C04B,6A6A4558,outlaw_sniper,157.55,315.54,62.07,178.64,y
250,498B5498,FF32E523,outlaw_nailer,175.42,347.27,48.7,161.91,n
251,73115503,FFFC00CB,outlaw_shooter,204.48,394.04,43.39,-168.0,n
252,7157EB5A,FFFC00CB,outlaw_shooter,174.75,403.05,18.93,-177.91,n
253,6F4572C7,FFFC00CB,outlaw_shooter,184.55,395.64,6.22,71.76,n
254,37426671,FFFC00CB,outlaw_shooter,195.21,426.89,12.3,-10.99,n
255,A2D3EE4A,FFFC00CB,outlaw_shooter,194.47,427.02,-0.55,-8.03,n
256,2E595730,FFFC00CB,outlaw_shooter,161.12,405.2,-6.38,174.18,n
257,34FCA0DD,FF32E523,outlaw_nailer,0.47,436.83,43.11,74.13,n
258,8ED05A97,FF0100ED,outlaw_mortar,3.31,453.01,59.74,-41.3,n
259,7418FDDF,FFFC00CB,outlaw_shooter,-4.74,411.2,50.65,128.34,n
260,7095816D,FFFC00CB,outlaw_shooter,25.65,450.23,43.85,52.27,n
261,FF9BEC79,FFFC00CB,outlaw_shooter,-1.97,439.73,45.95,106.97,n
262,D4B6BFBA,FFFC00CB,outlaw_shooter,12.34,386.79,45.49,158.75,n
263,CDAD8EFB,FFFC00CB,outlaw_shooter,6.29,399.79,44.4,128.34,n
264,F3A7AED2,FFFC00CB,outlaw_shooter,-12.41,380.51,58.02,158.75,n
265,D88AFD11,FFFC00CB,outlaw_shooter,3.51,369.08,58.02,158.75,n
266,2AE1346E,C766CCA2,eugeneius,-16.96,358.23,57.92,0.0,n
267,A79CF8CF,FFFC00CB,outlaw_shooter,-172.35,178.12,-10.32,16.47,n
268,BE87C98E,FFFC00CB,outlaw_shooter,-105.94,138.17,-25.58,-4.78,n
269,7BBD361A,FF32E523,outlaw_nailer,-139.97,159.79,-27.53,50.37,n
270,5EF7C42B,FFFC00CB,outlaw_shooter,-106.42,135.4,-25.62,169.63,n
271,47ECF56A,FFFC00CB,outlaw_shooter,-157.88,203.34,-27.54,16.47,n
272,6E8718F0,FFFC00CB,outlaw_shooter,-33.35,274.87,-21.03,174.12,n
273,779C29B1,FFFC00CB,outlaw_shooter,-30.43,277.5,-21.03,-90.11,n
274,5D581290,FF0100ED,outlaw_mortar,-23.69,269.95,-5.66,28.11,n
275,444323D1,FF0100ED,outlaw_mortar,-22.64,263.56,-5.66,28.11,n
276,6F6E7012,FF0100ED,outlaw_mortar,-17.15,266.5,-5.98,28.11,n
277,26CF26EB,FFFC00CB,outlaw_shooter,-55.51,324.39,-27.4,18.13,n
278,0DE27528,FFFC00CB,outlaw_shooter,-110.65,259.06,-26.69,127.42,n
279,5A7AB899,FFFC00CB,outlaw_shooter,-36.53,270.54,-13.5,-90.11,n
280,153B2E5E,FFFC00CB,outlaw_shooter,-30.43,277.5,-13.5,-90.11,n
281,CC19FA94,FFFC00CB,outlaw_shooter,68.27,358.51,-44.27,114.1,n
282,DCBB9A30,2D8CF05F,outlawsemiauto,68.19,362.4,-44.07,64.98,n
283,E734A957,FFFC00CB,outlaw_shooter,70.19,365.5,-44.09,36.03,n
