Slot,Tag,Hash,Name,X,Y,Z,Yaw,Job
29,FB9CBDF6,FDBD2F9C,wolvarkshooter,861.79,-838.88,-19.94,0.0,y
30,D0B1EE35,FDBD2F9C,wolvarkshooter,861.36,-833.44,-19.93,0.0,y
31,481F9D20,FDBD2F9C,wolvarkshooter,923.52,-905.87,-29.11,-36.95,y
32,C9AADF74,FDBD2F9C,wolvarkshooter,936.47,-915.61,-28.07,-36.95,y
33,9FF078F2,FDBD2F9C,wolvarkshooter,854.04,-798.79,-19.29,0.0,y
34,B4DD2B31,FDBD2F9C,wolvarkshooter,850.4,-782.74,-19.05,0.0,y
35,ADC61A70,FDBD2F9C,wolvarkshooter,892.33,-931.42,-27.96,-36.95,y
36,2A5E06BF,FDBD2F9C,wolvarkshooter,908.92,-938.92,-28.09,-36.95,y
37,6B48D55E,FDBD2F9C,wolvarkshooter,-199.82,-647.04,69.22,156.0,n
38,0F24105A,FDBD2F9C,wolvarkshooter,-231.09,-713.72,59.92,95.37,n
39,163F211B,FDBD2F9C,wolvarkshooter,-132.36,-709.01,53.3,133.2,n
40,8680C492,FDBD2F9C,wolvarkshooter,-202.44,-704.01,47.31,82.26,n
41,9F9BF5D3,FDBD2F9C,wolvarkshooter,-157.44,-674.01,51.45,42.78,n
42,25637C46,F0315D54,wolvarkgrenadier,-231.82,-731.83,60.25,-96.77,n
43,3C784D07,F0315D54,wolvarkgrenadier,-207.43,-749.36,60.19,33.8,n
44,BBE051C8,F0315D54,wolvarkgrenadier,-219.3,-634.14,74.76,165.28,n
45,792CB542,F0315D54,wolvarkgrenadier,-209.67,-633.22,80.03,-48.36,n
46,89D6334A,F0315D54,wolvarkgrenadier,-210.02,-630.62,80.03,-48.36,n
47,90CD020B,F0315D54,wolvarkgrenadier,-208.42,-632.41,80.03,-48.36,n
48,24094399,FDBD2F9C,wolvarkshooter,-210.94,-631.84,80.54,-49.36,n
49,1803E91C,FDBD2F9C,wolvarkshooter,-211.95,-632.86,80.54,-49.36,n
50,0118D85D,FDBD2F9C,wolvarkshooter,-210.49,-634.57,80.54,-49.36,n
51,60378403,F0315D54,wolvarkgrenadier,-238.63,-760.11,75.19,7.94,n
52,DF8C94CC,F0315D54,wolvarkgrenadier,-240.42,-760.43,75.19,7.94,n
53,7253E41F,FDBD2F9C,wolvarkshooter,-238.86,-758.61,75.39,5.35,n
54,4E594E9A,FDBD2F9C,wolvarkshooter,-152.13,-696.76,55.94,-47.83,n
55,65741D59,FDBD2F9C,wolvarkshooter,-152.37,-694.86,55.94,-76.08,n
56,7C6F2C18,FDBD2F9C,wolvarkshooter,-154.08,-695.14,55.94,-76.08,n
57,EDBAF64E,F0315D54,wolvarkgrenadier,-153.78,-696.91,55.77,-81.03,n
58,C697A58D,F0315D54,wolvarkgrenadier,-155.22,-696.12,55.77,-81.03,n
59,332EBADF,FDBD2F9C,wolvarkshooter,-238.17,-761.55,75.39,5.35,n
60,2A358B9E,FDBD2F9C,wolvarkshooter,-240.07,-761.9,75.39,5.35,n
61,3D1272D8,FDBD2F9C,wolvarkshooter,-240.47,-758.9,75.39,5.35,n
62,93458309,E7EBC893,grubb_leader,-282.16,-732.84,76.97,-81.1,y
63,FCD1ACA1,B6FE5A75,grubb_male,-235.62,-717.5,60.22,0.0,y
64,9548FFB0,B6FE5A75,grubb_male,-276.73,-748.88,78.38,0.0,y
65,8C53CEF1,B6FE5A75,grubb_male,-228.3,-676.04,60.14,0.0,y
66,9901750F,3EE6BB58,grubb_female,-231.4,-678.08,60.28,0.0,y
67,0BCBD23E,B6FE5A75,grubb_male,-252.98,-719.75,69.29,0.0,y
68,12D0E37F,B6FE5A75,grubb_male,-217.33,-634.53,74.76,0.0,y
69,39FDB0BC,B6FE5A75,grubb_male,-234.25,-658.46,69.5,0.0,y
70,20E681FD,B6FE5A75,grubb_male,-201.7,-651.36,69.56,0.0,y
71,6FA7173A,B6FE5A75,grubb_male,-274.69,-721.7,69.89,0.0,y
72,76BC267B,B6FE5A75,grubb_male,-176.65,-749.87,60.34,0.0,y
73,801A444E,3EE6BB58,grubb_female,-166.72,-653.09,60.95,0.0,y
74,07825881,3EE6BB58,grubb_female,-261.12,-746.47,74.77,0.0,y
75,1E9969C0,3EE6BB58,grubb_female,-249.91,-768.5,71.99,0.0,y
76,35B43A03,3EE6BB58,grubb_female,-228.31,-755.15,69.6,0.0,y
77,2CAF0B42,3EE6BB58,grubb_female,-282.3,-743.32,78.27,0.0,y
78,63EE9D85,3EE6BB58,grubb_female,-219.08,-745.06,60.79,0.0,y
79,7AF5ACC4,3EE6BB58,grubb_female,-272.05,-715.97,69.78,0.0,y
80,5D9175B8,B6FE5A75,grubb_male,-212.53,-751.94,60.2,0.0,y
81,51D8FF07,3EE6BB58,grubb_female,-246.81,-757.19,69.78,0.0,y
82,C16452AD,3EE6BB58,grubb_female,-271.4,-728.46,74.31,-56.37,n
83,5368EE86,B6FE5A75,grubb_male,-269.92,-732.33,74.32,-89.67,n
84,1C297841,B6FE5A75,grubb_male,-270.61,-729.11,74.32,-79.97,n
85,05324900,B6FE5A75,grubb_male,-265.12,-740.06,74.32,-149.04,n
86,89EC02A0,3EE6BB58,grubb_female,-271.21,-756.58,78.24,-168.67,n
87,22908B66,3EE6BB58,grubb_female,-278.94,-759.8,78.24,-168.67,n
88,3B8BBA27,3EE6BB58,grubb_female,-272.75,-759.22,78.24,-168.67,n
89,BC13A6E8,3EE6BB58,grubb_female,-274.49,-759.55,78.24,-168.67,n
90,4A73DFC7,B6FE5A75,grubb_male,-280.13,-723.96,83.66,-29.67,n
91,D87F63EC,3EE6BB58,grubb_female,-281.29,-723.46,83.79,-30.6,n
92,615E8C04,B6FE5A75,grubb_male,-283.57,-724.35,83.72,-21.96,n
93,28D47D60,E7EBC893,grubb_leader,-268.18,-730.7,74.32,-89.1,n
94,B1C03C15,F98DFA43,grubb_armored,-260.15,-734.3,74.31,-107.88,n
95,973EF52B,3EE6BB58,grubb_female,-266.5,-713.82,69.44,-56.37,n
96,8E25C46A,3EE6BB58,grubb_female,-267.4,-717.54,80.53,-42.0,n
97,A50897A9,3EE6BB58,grubb_female,-270.02,-718.01,69.44,-56.37,n
98,2E1F1AC3,B6FE5A75,grubb_male,-276.24,-759.96,78.4,-177.02,n
99,EA49016E,3EE6BB58,grubb_female,-277.58,-760.15,78.24,-168.67,n
100,5DDE97B2,FDBD2F9C,wolvarkshooter,416.64,-341.38,49.47,-33.21,n
101,44C5A6F3,FDBD2F9C,wolvarkshooter,413.39,-339.26,49.47,-33.21,n
102,94C5778D,FDBD2F9C,wolvarkshooter,410.58,-337.41,49.47,-33.21,n
103,F424CE3B,FDBD2F9C,wolvarkshooter,400.72,-245.32,50.79,136.63,n
104,BE2A4E79,FDBD2F9C,wolvarkshooter,401.13,-242.68,50.79,41.1,n
105,F16BD8BE,FDBD2F9C,wolvarkshooter,446.07,-297.29,50.79,-66.62,n
106,C35DBA3C,FDBD2F9C,wolvarkshooter,389.78,-255.24,39.77,-78.27,n
107,BFE8244E,FDBD2F9C,wolvarkshooter,435.0,-290.14,50.79,-1.68,n
108,EA9A2B0E,FDBD2F9C,wolvarkshooter,471.62,-510.59,97.85,74.04,y
109,D8AC498C,FDBD2F9C,wolvarkshooter,470.0,-514.74,97.73,74.04,y
110,E453CA60,84AB1672,wolvarkmachinegunner,470.13,-517.2,97.93,102.39,n
111,CF7E99A3,84AB1672,wolvarkmachinegunner,472.32,-519.66,98.28,86.64,n
112,D7BADBB7,20F622E5,wolvarksloghandler,475.32,-514.3,99.46,84.6,n
113,14039C88,FDBD2F9C,wolvarkshooter,564.2,-462.98,102.92,-159.02,y
114,F3811A4F,FDBD2F9C,wolvarkshooter,567.27,-463.52,102.79,-83.94,y
115,AF90EC5D,FDBD2F9C,wolvarkshooter,328.37,-260.06,50.79,77.7,n
116,DA468B7D,FDBD2F9C,wolvarkshooter,317.63,-243.44,50.79,41.1,n
117,8DDE46CC,FDBD2F9C,wolvarkshooter,307.49,-221.23,49.65,5.93,n
118,A6F3150F,FDBD2F9C,wolvarkshooter,337.74,-239.22,49.65,5.93,n
119,A27E69BD,FDBD2F9C,wolvarkshooter,338.06,-221.95,49.93,-57.38,y
120,90480B3F,FDBD2F9C,wolvarkshooter,336.76,-219.92,49.93,-57.38,y
121,89533A7E,FDBD2F9C,wolvarkshooter,335.79,-221.78,49.93,-57.38,y
122,F7A01A55,FDBD2F9C,wolvarkshooter,339.23,-221.2,49.93,-57.38,y
123,EEBB2B14,FDBD2F9C,wolvarkshooter,337.89,-219.1,49.93,-57.38,y
124,ED3FFF7A,FDBD2F9C,wolvarkshooter,414.63,-221.56,50.79,-24.18,n
125,C612ACB9,FDBD2F9C,wolvarkshooter,416.99,-222.54,50.79,-24.18,n
126,418AB076,FDBD2F9C,wolvarkshooter,415.62,-219.09,50.79,-24.18,n
127,95071DBA,FDBD2F9C,wolvarkshooter,417.95,-220.2,50.79,-24.18,n
128,CBFC2959,FDBD2F9C,wolvarkshooter,270.39,-349.84,49.47,-42.72,n
129,E0D17A9A,FDBD2F9C,wolvarkshooter,268.7,-353.26,49.47,151.29,n
130,7E525714,FDBD2F9C,wolvarkshooter,301.49,-375.02,49.47,85.91,n
131,67496655,FDBD2F9C,wolvarkshooter,303.16,-376.28,49.47,80.49,n
132,98FB4D70,20F622E5,wolvarksloghandler,304.46,-373.8,49.34,-91.05,n
133,88915049,FDBD2F9C,wolvarkshooter,415.1,-343.73,49.47,-33.21,n
134,ECFD954D,FDBD2F9C,wolvarkshooter,411.9,-342.06,49.47,-33.21,n
135,C7D0C68E,FDBD2F9C,wolvarkshooter,408.95,-340.3,49.47,-33.21,n
136,9DA68EDF,FDBD2F9C,wolvarkshooter,232.14,-246.42,59.87,33.51,n
137,5B155559,FDBD2F9C,wolvarkshooter,240.91,-296.49,73.12,-47.32,n
138,D2E71818,FDBD2F9C,wolvarkshooter,277.55,-265.68,50.03,33.51,n
139,8AD7EE10,FDBD2F9C,wolvarkshooter,325.03,-230.34,50.79,41.1,n
140,5C30BD62,FDBD2F9C,wolvarkshooter,239.78,-298.52,73.01,-48.72,n
141,D08FF961,FDBD2F9C,wolvarkshooter,466.8,-144.62,57.0,-126.4,n
142,FBA2AAA2,FDBD2F9C,wolvarkshooter,465.77,-141.03,57.1,-117.67,n
143,2B6F60B3,20F622E5,wolvarksloghandler,462.69,-145.62,57.18,-125.37,n
144,D78651BD,FDBD2F9C,wolvarkshooter,467.15,-138.4,57.1,-117.67,n
145,8493E0BE,FDBD2F9C,wolvarkshooter,420.43,-162.67,57.65,-131.87,n
146,9D88D1FF,FDBD2F9C,wolvarkshooter,421.08,-156.69,57.69,-131.87,n
147,030BFC71,FDBD2F9C,wolvarkshooter,419.33,-160.21,57.73,-131.87,n
148,AC3A6713,FDBD2F9C,wolvarkshooter,584.77,-336.83,80.69,-71.82,y
149,871734D0,FDBD2F9C,wolvarkshooter,540.41,-321.22,72.05,-26.95,y
150,A8B71BA1,FDBD2F9C,wolvarkshooter,544.42,-321.22,72.82,-26.95,y
151,B1AC2AE0,FDBD2F9C,wolvarkshooter,580.31,-358.63,83.67,-105.19,y
152,7D35C735,20F622E5,wolvarksloghandler,558.76,-366.69,85.36,31.85,y
153,9E0C0591,FDBD2F9C,wolvarkshooter,555.58,-370.15,85.46,30.93,y
154,B5215652,FDBD2F9C,wolvarkshooter,584.53,-325.46,98.04,-143.95,y
155,1994195E,FDBD2F9C,wolvarkshooter,588.53,-354.55,100.42,152.69,y
156,D14D9356,FDBD2F9C,wolvarkshooter,481.09,-235.14,52.06,-100.71,y
157,642EF674,20F622E5,wolvarksloghandler,488.69,-239.45,52.14,166.18,y
158,FA60C095,FDBD2F9C,wolvarkshooter,479.84,-237.86,51.55,164.41,y
159,82582255,FDBD2F9C,wolvarkshooter,517.34,-180.78,52.06,-131.67,y
160,E7F68D66,FDBD2F9C,wolvarkshooter,506.86,-206.92,52.06,-131.67,y
161,D975D560,FDBD2F9C,wolvarkshooter,386.83,-95.29,57.51,-34.88,n
162,D5C0EFE4,FDBD2F9C,wolvarkshooter,381.3,-93.25,57.51,38.98,n
163,19590231,20F622E5,wolvarksloghandler,397.7,-88.57,57.18,-178.57,y
164,EB43B7E2,FDBD2F9C,wolvarkshooter,386.77,-117.88,57.51,-154.51,n
165,A4022125,FDBD2F9C,wolvarkshooter,388.9,-106.71,57.51,146.75,n
166,9A817923,FDBD2F9C,wolvarkshooter,386.28,-105.61,57.51,146.32,n
167,839A4862,FDBD2F9C,wolvarkshooter,386.58,-108.54,57.51,145.05,n
168,9B431314,FDBD2F9C,wolvarkshooter,362.72,-121.91,57.51,38.98,n
169,B6A5823C,FDBD2F9C,wolvarkshooter,340.75,-141.57,57.65,-160.97,n
170,040254AD,FDBD2F9C,wolvarkshooter,338.23,-142.44,57.65,-160.97,n
171,1D1965EC,FDBD2F9C,wolvarkshooter,342.5,-138.11,57.65,-160.97,n
172,F9E414FB,FDBD2F9C,wolvarkshooter,342.26,-119.93,57.51,145.82,n
173,CCDBDEA5,FDBD2F9C,wolvarkshooter,339.74,-118.84,57.51,122.68,n
174,F25886A3,FDBD2F9C,wolvarkshooter,352.89,-88.97,57.57,37.69,n
175,B06E40D7,FDBD2F9C,wolvarkshooter,370.36,-113.88,57.51,79.13,n
176,CBD27679,FDBD2F9C,wolvarkshooter,352.51,-27.73,57.51,-175.7,n
177,327451F2,20F622E5,wolvarksloghandler,388.85,-19.26,57.18,-84.63,n
178,1A10CD30,FDBD2F9C,wolvarkshooter,376.1,-48.51,57.51,-76.91,n
179,9760308B,84AB1672,wolvarkmachinegunner,382.47,-12.36,57.65,0.0,n
180,08B76E29,FDBD2F9C,wolvarkshooter,352.2,-13.32,57.51,178.27,n
181,11AC5F68,FDBD2F9C,wolvarkshooter,352.24,-6.75,57.51,7.35,n
182,E0FF25BA,FDBD2F9C,wolvarkshooter,299.3,-90.57,57.07,91.17,y
183,8E7B01CA,84AB1672,wolvarkmachinegunner,299.68,-73.51,57.65,38.65,y
184,21200FB0,214F50C8,grubb_injured,312.98,-714.25,61.13,0.0,n
185,2543337F,B6FE5A75,grubb_male,318.5,-756.39,59.71,72.21,y
186,3C58023E,B6FE5A75,grubb_male,310.64,-715.95,61.43,-34.52,y
187,177551FD,B6FE5A75,grubb_male,309.58,-722.47,62.28,-36.52,y
