"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"87","0x03E128","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"88","0x03E1F1","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"89","0x03E2BA","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"90","0x03E383","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"91","0x03E44C","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"92","0x03E598","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"93","0x03E6E4","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"94","0x03E830","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"95","0x053A6B","6CA190AC","clakker_male (variant)","100000","friendly","",""
"96","0x0658A4","6265E0D3","outlaw_mortar_duke","125","hostile","","0"
"97","0x06596D","6265E0D3","outlaw_mortar_duke","125","hostile","","0"
"98","0x065A36","4312CE47","outlawboss_lootenduke","300","hostile","","0"
"99","0x0662B2","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"100","0x066C08","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"101","0x069F7C","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"102","0x06A045","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"103","0x06A10E","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"104","0x06A1D7","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"105","0x06A2A0","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"106","0x06A369","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"107","0x06A432","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"108","0x06A4FB","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"109","0x06B6D5","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"110","0x06B79E","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"111","0x0893F9","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"112","0x08AECF","4312CE47","outlawboss_lootenduke","300","hostile","","0"
"113","0x092D3D","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"114","0x097421","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"115","0x097582","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"116","0x09764B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"117","0x097714","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"118","0x0977DD","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"119","0x0978A6","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"120","0x09796F","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"121","0x097A38","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"122","0x097B51","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"123","0x097C6A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"124","0x09A70D","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"125","0x09B893","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"126","0x09B95C","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"127","0x09D326","5CEE67FD","clakker_male","100000","friendly","",""
"128","0x09D42D","5CEE67FD","clakker_male","100000","friendly","",""
"129","0x0A103D","5CEE67FD","clakker_male","100000","friendly","",""
"130","0x0A1185","5CEE67FD","clakker_male","100000","friendly","",""
"131","0x0A4A67","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"132","0x0A5904","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"133","0x0A6489","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"134","0x0A6A4E","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"135","0x0A6E06","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"136","0x0A8ADC","5CEE67FD","clakker_male","100000","friendly","",""
"137","0x0AFAA5","0E997260","clakker_female","100000","friendly","",""
"138","0x0AFBAC","0E997260","clakker_female","100000","friendly","",""
"139","0x0AFCB3","5CEE67FD","clakker_male","100000","friendly","",""
"140","0x0AFDFB","5CEE67FD","clakker_male","100000","friendly","",""
"141","0x0AFF43","5CEE67FD","clakker_male","100000","friendly","",""
"142","0x0B004D","0E997260","clakker_female","100000","friendly","",""
"143","0x0B0194","5CEE67FD","clakker_male","100000","friendly","",""
"144","0x0B029E","0E997260","clakker_female","100000","friendly","",""
"145","0x0B03E6","5CEE67FD","clakker_male","100000","friendly","",""
"146","0x0BA2DC","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"147","0x0BA3A5","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
