Key,Name,Asset,Count,Bundle,Zones,BakedZones
3BB0550B,Destructible Crate Moolah01,destructible_crate_moolah01.geo,27,zonebundle_60.smb,3;4;7;8;9;18;19;25;28;37;41;42;43;44;45;46;48;52;53,3;4;7;8;9;18;19;25;28;37;41;42;43;44;45;46;48;52;53
6B14BACF,Oildrum,oildrum.geo,27,zonebundle_112.smb,7;8;9;10;37;54,7;8;9;10;37;54
616F6169,Light Round Orange,light_round_orange.geo,26,zonebundle_13.smb,1;2;3;4,1;2;3;4
2A4E143F,Barrel Moolah,barrel_moolah.geo,25,zonebundle_184.smb,17;18;19;95,17;18;19;95
1B7F24F1,Big Tan Tree,Big_Tan_Tree.geo,24,zonebundle_78.smb,4;8;9;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;72;84;94;95;96;100;125;127;128;131;132;133;134,4;8;9;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;72;84;94;95;96;100;125;127;128;131;132;133;134
4D133E4A,Indoor Hanging Lamp 01,indoor_hanging_lamp_01.geo,24,zonebundle_115.smb,7;8;10,7;8;10
C77FF197,Big Tan Tree,Big_Tan_Tree.geo,24,zonebundle_209.smb,24;25;26;27;28;100,24;25;26;27;28;100
14AC5272,Grass Thin,grass_thin.geo,23,zonebundle_9.smb,1;2;3;4;9;11;12;13;14;15;16;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;70;71;72,1;2;3;4;9;11;12;13;14;15;16;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;70;71;72
23CAA412,Main Gate 01,main_gate_01.geo,23,zonebundle_183.smb,17;18;26;28;36;37;38;40;41;43;45;50;54;66;108,17;18;26;28;36;37;38;40;41;43;45;50;54;66;108
71C167D3,Townsfolk,townsfolk.geo,23,npc_43.smb,*,*
C6870908,Dead Fir 02,dead_fir_02.geo,23,zonebundle_154.smb,11;12;13;91,11;12;13;91
8159512A,Cardboard Box 04,cardboard_box_04.geo,22,zonebundle_108.smb,5;9,5;9
9ECE76D9,Hanging Lampshade 01,hanging_lampshade_01.geo,22,zonebundle_216.smb,25;26;28;29;30;32;33,25;26;28;29;30;32;33
9C5C6192,Cardboard Box 03,cardboard_box_03.geo,20,zonebundle_108.smb,5;9,5;9
68B049DD,,,19,,?,?
711BFF46,Destructible Crate03,destructible_crate03.geo,19,zonebundle_278.smb,42;43;44,42;43;44
761A5165,Destructible Railing 01,destructible_railing_01.geo,19,zonebundle_237.smb,28;37;41,28;37;41
8DAE6C0F,,,19,,?,?
9F526F7D,Burned Boards 01,burned_boards_01.geo,19,zonebundle_332.smb,70,70
B71D61A2,Destructible Boards 01,destructible_boards_01.geo,19,zonebundle_112.smb,7;8;9;10;37;54,7;8;9;10;37;54
861295FE,Light Warning 01,light_warning_01.geo,18,zonebundle_304.smb,54;66;126,54;66;126
B7B9BB50,Fire Flies 01,fire_flies_01.geo,18,zonebundle_160.smb,11;14;15;16,11;14;15;16
046AF9EE,Mine Helmet,mine_helmet.geo,17,zonebundle_229.smb,26;32,26;32
53BC1CB3,GlowCrystals,glowCrystals.geo,17,zonebundle_310.smb,56;57,56;57
BC99C9D5,Rubber Floormat 01,rubber_floormat_01.geo,17,zonebundle_108.smb,5;9,5;9
DFA3B50E,,,17,,?,?
0480F833,Crate Sekto 02,crate_sekto_02.geo,16,zonebundle_104.smb,4,4
2F743F79,,,16,,?,?
5C701E0E,Mongo Fern 02,mongo_Fern_02.geo,16,zonebundle_125.smb,9;11;12;13;14;15;18;19;52;53;56;57;59;60;61;62;66;69;72;85;89;91;128,9;11;12;13;14;15;18;19;52;53;56;57;59;60;61;62;66;69;72;85;89;91;128
DBB80304,Green Mushroom 01,green_mushroom_01.geo,16,zonebundle_160.smb,11;14;15;16,11;14;15;16
37FAD647,Nonjumpable Crate 01,nonjumpable_crate_01.geo,15,zonebundle_332.smb,70,70
5A005849,,,15,,?,?
DF5F72C6,Red Daisy 01,Red_daisy_01.geo,15,zonebundle_88.smb,4;9;18;19;25;28;36;37;41;45;47;52;57;66;118,4;9;18;19;25;28;36;37;41;45;47;52;57;66;118
3E77ACA6,Goods Box 03,goods_box_03.geo,14,zonebundle_68.smb,3,3
4F80BF4E,Dead Trunk 03,dead_trunk_03.geo,14,zonebundle_174.smb,12,12
BAD21196,Wood Platform 01,wood_platform_01.geo,14,zonebundle_209.smb,24;25;26;27;28;100,24;25;26;27;28;100
D722371B,FarmHouseWallLamps,farmHouseWallLamps.geo,14,zonebundle_18.smb,1;2;3,1;2;3
DC316CFF,Native Tombstone 01,native_tombstone_01.geo,14,zonebundle_195.smb,17,17
DF6B746E,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,14,zonebundle_232.smb,26,26
E9D4C818,Railcart Track 01,railcart_track_01.geo,14,zonebundle_237.smb,28;37;41,28;37;41
0271A58C,Window Town3 01,window_town3_01.geo,13,zonebundle_13.smb,1;2;3;4,1;2;3;4
4478FCB0,Rubber Floormat 01,rubber_floormat_01.geo,13,zonebundle_141.smb,9;62;63;64,9;62;63;64
A23826B4,Vent Roof Long,vent_roof_long.geo,13,zonebundle_13.smb,1;2;3;4,1;2;3;4
AB9B9251,Destructible Barrel 01,destructible_barrel_01.geo,13,zonebundle_68.smb,3,3
B81FCDBA,Window Town3 Shutter 01,window_town3_shutter_01.geo,13,zonebundle_13.smb,1;2;3;4,1;2;3;4
EE6B98BB,Power Lines 01,power_lines_01.geo,13,zonebundle_13.smb,1;2;3;4,1;2;3;4
3F603F79,Destructible Barrel Moolah01,destructible_barrel_moolah01.geo,12,zonebundle_60.smb,3;4;7;8;9;18;19;25;28;37;41;42;43;44;45;46;48;52;53,3;4;7;8;9;18;19;25;28;37;41;42;43;44;45;46;48;52;53
41F872E5,De Railing NPCdamageable,de_railing_NPCdamageable.geo,12,zonebundle_283.smb,45,45
8B5A0202,ProxyGeo,ProxyGeo.geo,12,zonebundle_195.smb,17,17
A34DE180,Goods Stackofcans 01,goods_stackofcans_01.geo,12,zonebundle_68.smb,3,3
A35B1AC3,Power Poll 02,power_poll_02.geo,12,zonebundle_254.smb,36;37;39;41;45,36;37;39;41;45
DA8B16D9,NativeSpear,nativeSpear.geo,12,zonebundle_310.smb,56;57,56;57
ED6F1DA8,Crate Sekto 01,crate_sekto_01.geo,12,zonebundle_308.smb,54,54
08D2FF0F,Mongo Grass Thin,mongo_grass_thin.geo,11,zonebundle_9.smb,1;2;3;4;9;11;12;13;14;15;16;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;70;71;72,1;2;3;4;9;11;12;13;14;15;16;17;18;19;24;25;26;27;28;36;37;41;45;52;53;56;57;66;69;70;71;72
0E197129,BigRedButton,BigRedButton.geo,11,zonebundle_305.smb,54;66,54;66
276A0332,Power Poll 02,power_poll_02.geo,11,zonebundle_218.smb,25;26;28,25;26;28
372F0AFC,Blue Nonjumpable Crate 01,blue_nonjumpable_crate_01.geo,11,zonebundle_104.smb,4,4
393C8A42,Lift Platform 01,lift_platform_01.geo,11,zonebundle_304.smb,54;66;126,54;66;126
82148A9D,Crate Sekto 01,crate_sekto_01.geo,11,zonebundle_104.smb,4,4
8BA65AFB,Construction Pillar 01,construction_pillar_01.geo,11,zonebundle_145.smb,9,9
C6883621,,,11,,?,?
C97DCFCE,Destructible Picketfence,destructible_picketfence.geo,11,zonebundle_104.smb,4,4
DAE46CA0,Mongo Fern 01,mongo_fern_01.geo,11,zonebundle_82.smb,4;9;11;12;13;14;18;52;53;56;57;66;69;72;85;89;90;91,4;9;11;12;13;14;18;52;53;56;57;66;69;72;85;89;90;91
DC09AB13,Blue Nonjumpable Crate 01,blue_nonjumpable_crate_01.geo,11,zonebundle_332.smb,70,70
DFE2D883,Moth 01,moth_01.geo,11,zonebundle_18.smb,1;2;3,1;2;3
0A0AF36F,Wood Stack 01,wood_stack_01.geo,10,zonebundle_112.smb,7;8;9;10;37;54,7;8;9;10;37;54
1F8F8716,Pallet Lowrez 01,pallet_lowrez_01.geo,10,zonebundle_104.smb,4,4
29B80B0E,Antenna 01,antenna_01.geo,10,zonebundle_13.smb,1;2;3;4,1;2;3;4
3796CA2B,WindowGunner,WindowGunner.geo,10,zonebundle_104.smb,4,4
77FC4F9B,False Interior Doc 01,false_interior_doc_01.geo,10,zonebundle_13.smb,1;2;3;4,1;2;3;4
952B7347,Clothes Hanging 01,clothes_hanging_01.geo,10,zonebundle_104.smb,4,4
9F5A7A16,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,10,zonebundle_120.smb,7,7
A627210B,Skunk House 01,skunk_house_01.geo,10,zonebundle_165.smb,12;15;18;19;25;26;28;41;52;60,12;15;18;19;25;26;28;41;52;60
D194C099,Cardboard Box 01,cardboard_box_01.geo,10,zonebundle_115.smb,7;8;10,7;8;10
DE35B344,Town Door 02,town_door_02.geo,10,zonebundle_13.smb,1;2;3;4,1;2;3;4
E237D978,Locker 01,locker_01.geo,10,zonebundle_124.smb,8,8
1E7B48CE,Main Gate 01,main_gate_01.geo,9,zonebundle_218.smb,25;26;28,25;26;28
24C17027,Awning Tin 02,awning_tin_02.geo,9,zonebundle_104.smb,4,4
33100485,Alder 01,Alder_01.geo,9,zonebundle_126.smb,9;11;12;13;56;57;85;91;128,9;11;12;13;56;57;85;91;128
5FDCAB3E,Destructible Boards 01,destructible_boards_01.geo,9,zonebundle_19.smb,1;2;4;7;8;9;10;29;30;48;49;50;105,1;2;4;7;8;9;10;29;30;48;49;50;105
6BFB6F06,Crate Sekto 02,crate_sekto_02.geo,9,zonebundle_308.smb,54,54
7CDAAB7E,Sign Direction NewYolk,sign_direction_newYolk.geo,9,zonebundle_159.smb,11;12,11;12
97C97BCF,Window Shutters 01,window_shutters_01.geo,9,zonebundle_332.smb,70,70
9CE657D5,Pallet Lowrez 01,pallet_lowrez_01.geo,9,zonebundle_145.smb,9,9
A60F54B7,Destructible Crate,destructible_crate.geo,9,zonebundle_184.smb,17;18;19;95,17;18;19;95
C3573204,Canopy Tree 01,canopy_tree_01.geo,9,zonebundle_195.smb,17,17
D948D990,Destructible Boards 02,destructible_boards_02.geo,9,zonebundle_19.smb,1;2;4;7;8;9;10;29;30;48;49;50;105,1;2;4;7;8;9;10;29;30;48;49;50;105
00C22D04,Light Warehouse 01,light_warehouse_01.geo,8,zonebundle_18.smb,1;2;3,1;2;3
0EF6CD0C,Bat House 01,bat_house_01.geo,8,zonebundle_164.smb,12;14;18;26;41;56;59;60,12;14;18;26;41;56;59;60
10F12D5D,Bee Nest 01,bee_nest_01.geo,8,zonebundle_193.smb,17;26;36;37;41;52;53;56,17;26;36;37;41;52;53;56
388C974D,RemainsSkullWithJaw,remainsSkullWithJaw.geo,8,zonebundle_312.smb,56,56
56626CBA,Destructible Crate,destructible_crate.geo,8,zonebundle_332.smb,70,70
67EC37BD,McBoomboomGate,McBoomboomGate.geo,8,zonebundle_242.smb,28,28
75F975E5,Green Ground Cover 01,green_ground_cover_01.geo,8,zonebundle_297.smb,52;56;59;60;61;62;69;72,52;56;59;60;61;62;69;72
76629383,Aspen 01,aspen_01.geo,8,zonebundle_195.smb,17,17
78317FAB,Wall Alarm,wall_alarm.geo,8,zonebundle_298.smb,52;66,52;66
7F72F378,AmmoCrate Stingbee,ammoCrate_stingbee.geo,8,zonebundle_209.smb,24;25;26;27;28;100,24;25;26;27;28;100
9156982B,,,8,,?,?
A2550289,Awning Tin 01,awning_tin_01.geo,8,zonebundle_13.smb,1;2;3;4,1;2;3;4
C83E916D,Squrrel Bush 01,squrrel_bush_01.geo,8,zonebundle_168.smb,12;18;19;25;37;41;53;60,12;18;19;25;37;41;53;60
CCE4287A,Armadillo House 01,armadillo_house_01.geo,8,zonebundle_166.smb,12;17;18;19;41;60;86;96,12;17;18;19;41;60;86;96
E1215A27,Construction Wall 03,construction_wall_03.geo,8,zonebundle_145.smb,9,9
E6C4BD59,Mongo LongStemmed Fern 01,mongo_LongStemmed_Fern_01.geo,8,zonebundle_293.smb,52;53;56;57;66;69;72;131,52;53;56;57;66;69;72;131
EDCF011A,De Barrel Explosive Norender,de_barrel_explosive_norender.geo,8,zonebundle_218.smb,25;26;28,25;26;28
F41C9E6C,Destructible Barrel 01,destructible_barrel_01.geo,8,zonebundle_218.smb,25;26;28,25;26;28
03FB28A6,Mongo Huckleberry 01,mongo_Huckleberry_01.geo,7,zonebundle_147.smb,11;12;13;14;15;36;37;41;52;56;57;69;90;128,11;12;13;14;15;36;37;41;52;56;57;69;90;128
04A54C75,RemainsSpineArmsRibs,remainsSpineArmsRibs.geo,7,zonebundle_312.smb,56,56
13F47DC7,TownsfolkFemale,townsfolkFemale.geo,7,npc_42.smb,*,*
235B946B,File Cabinet 01,file_cabinet_01.geo,7,zonebundle_59.smb,2,2
36722C2D,Blue Nonjumpable Crate 01,blue_nonjumpable_crate_01.geo,7,zonebundle_145.smb,9,9
57A23B1E,Destructible Woodenfence,destructible_woodenfence.geo,7,zonebundle_104.smb,4,4
8843C986,NativeSpear,nativeSpear.geo,7,zonebundle_174.smb,12,12
8EAC2784,NativeSpear,nativeSpear.geo,7,zonebundle_204.smb,19,19
9D04C601,Lampshade,lampshade.geo,7,zonebundle_104.smb,4,4
A776280B,Alder Cluster 02,Alder_Cluster_02.geo,7,zonebundle_126.smb,9;11;12;13;56;57;85;91;128,9;11;12;13;56;57;85;91;128
B6F1B153,Destructible Crate Moolah01,destructible_crate_moolah01.geo,7,zonebundle_218.smb,25;26;28,25;26;28
BBA05F4D,Oildrum,oildrum.geo,7,zonebundle_308.smb,54,54
BEEB0EBC,Forest Fern 01,forest_fern_01.geo,7,zonebundle_148.smb,11;12;13;14;89;90;91,11;12;13;14;89;90;91
E5191360,Spider House 01,spider_house_01.geo,7,zonebundle_231.smb,26;41;52;53;56;57;59,26;41;52;53;56;57;59
E8044D80,Fuzzle Bone Pile 01,fuzzle_bone_pile_01.geo,7,zonebundle_171.smb,12;25;27;41;45;52;59,12;25;27;41;45;52;59
F52B7F03,Goods Box 02,goods_box_02.geo,7,zonebundle_68.smb,3,3
FF073253,Power Poll 02,power_poll_02.geo,7,zonebundle_13.smb,1;2;3;4,1;2;3;4
02481E45,Dead Trunk 01,dead_trunk_01.geo,6,zonebundle_174.smb,12,12
088B749F,Town Door Swing 01,town_door_swing_01.geo,6,zonebundle_13.smb,1;2;3;4,1;2;3;4
167D8814,Storage Cabinet 01,storage_cabinet_01.geo,6,zonebundle_68.smb,3,3
387F7C12,Forest Fern 02,forest_fern_02.geo,6,zonebundle_148.smb,11;12;13;14;89;90;91,11;12;13;14;89;90;91
44C03695,RemainsSkullRibsArms,remainsSkullRibsArms.geo,6,zonebundle_312.smb,56,56
5700B237,Cardboard Box 02,cardboard_box_02.geo,6,zonebundle_112.smb,7;8;9;10;37;54,7;8;9;10;37;54
60B7B76C,Forest Light Ray 01,forest_light_ray_01.geo,6,zonebundle_157.smb,11;12;89;90;91,11;12;89;90;91
7173863B,Power Pole Facility Large,power_pole_facility_large.geo,6,zonebundle_174.smb,12,12
7335B7E4,Posters,posters.geo,6,zonebundle_59.smb,2,2
8511131A,AmmoCrate Boombat,ammoCrate_boombat.geo,6,zonebundle_254.smb,36;37;39;41;45,36;37;39;41;45
9A3AFE59,Spool Stack 01,spool_stack_01.geo,6,zonebundle_269.smb,37;47;48;70,37;47;48;70
A14C23FA,ArrowLightOff,arrowLightOff.geo,6,zonebundle_283.smb,45,45
A6FAA18E,,,6,lm_level_03_tgl.smb,*,?
AE892882,Sign Broken 01,sign_broken_01.geo,6,zonebundle_13.smb,1;2;3;4,1;2;3;4
AECD9993,MineCartArrowLight,mineCartArrowLight.geo,6,zonebundle_283.smb,45,45
BE0CF73D,BigRedButton,BigRedButton.geo,6,zonebundle_183.smb,17;18;26;28;36;37;38;40;41;43;45;50;54;66;108,17;18;26;28;36;37;38;40;41;43;45;50;54;66;108
CCF8BE05,AmmoCrate Boombat,ammoCrate_boombat.geo,6,zonebundle_218.smb,25;26;28,25;26;28
D9CC7225,Opple Crate 01,opple_crate_01.geo,6,zonebundle_68.smb,3,3
DF8B3DB1,Light Warehouse 01,light_warehouse_01.geo,6,zonebundle_115.smb,7;8;10,7;8;10
EBCF6819,Ammocrate Armadillo,ammocrate_armadillo.geo,6,zonebundle_254.smb,36;37;39;41;45,36;37;39;41;45
F97671DB,Ceilingfan Generalstore,ceilingfan_generalstore.geo,6,zonebundle_18.smb,1;2;3,1;2;3
0D322855,Construction Pillar 02,construction_pillar_02.geo,5,zonebundle_145.smb,9,9
16D6C38E,Moth 01,moth_01.geo,5,zonebundle_108.smb,5;9,5;9
23475250,ThiefHanger02,thiefHanger02.geo,5,zonebundle_156.smb,11;12;17;19;56;57,11;12;17;19;56;57
237612A1,Vent Roof 01,vent_roof_01.geo,5,zonebundle_104.smb,4,4
24E910C5,Tree Stand,tree_stand.geo,5,zonebundle_163.smb,12;13,12;13
2B2F288A,Window Shutters 01,window_shutters_01.geo,5,zonebundle_13.smb,1;2;3;4,1;2;3;4
340F15BD,,,5,,?,?
3C10E26B,Big Tan Tree,Big_Tan_Tree.geo,5,zonebundle_104.smb,4,4
42077E1C,Destructible Barrel 01,destructible_barrel_01.geo,5,zonebundle_283.smb,45,45
48E029E7,Bird 01,bird_01.geo,5,zonebundle_159.smb,11;12,11;12
51C1D033,Lampshade,lampshade.geo,5,zonebundle_332.smb,70,70
542AFAA0,NativeSkewer,nativeSkewer.geo,5,zonebundle_310.smb,56;57,56;57
67706DA3,NativeSkeleton03,nativeSkeleton03.geo,5,zonebundle_310.smb,56;57,56;57
677BACF2,Cattail 01,cattail_01.geo,5,zonebundle_192.smb,17;25;27;37;41,17;25;27;37;41
7BBFD7F7,Hanging Lampshade 01,hanging_lampshade_01.geo,5,zonebundle_145.smb,9,9
8B9AA09F,Mine Shovel,mine_shovel.geo,5,zonebundle_229.smb,26;32,26;32
8EF2F03B,Ammocrate Armadillo,ammocrate_armadillo.geo,5,zonebundle_209.smb,24;25;26;27;28;100,24;25;26;27;28;100
90493FD2,Rug 03,rug_03.geo,5,zonebundle_18.smb,1;2;3,1;2;3
93F4051A,Green Bush 01,green_bush_01.geo,5,zonebundle_211.smb,24;25;52;65;66,24;25;52;65;66
A5CFE6C5,File Cabinet 02,file_cabinet_02.geo,5,zonebundle_59.smb,2,2
A7E66553,Cardboard Box 04,cardboard_box_04.geo,5,zonebundle_35.smb,1,1
AC512789,,,5,,?,?
ACE9FB2C,Construction Wall 01,construction_wall_01.geo,5,zonebundle_145.smb,9,9
B1298EBE,NativeSkeleton05,nativeSkeleton05.geo,5,zonebundle_310.smb,56;57,56;57
C48EBAE5,Huckleberry Tall 01,Huckleberry_Tall_01.geo,5,zonebundle_148.smb,11;12;13;14;89;90;91,11;12;13;14;89;90;91
C7FA8192,De Crate Tall,de_crate_tall.geo,5,zonebundle_242.smb,28,28
CB983FB3,WallCover,wallCover.geo,5,zonebundle_302.smb,54;59;60;61;62;122;126,54;59;60;61;62;122;126
D5A49319,De Railing NPCdamageable,de_railing_NPCdamageable.geo,5,zonebundle_332.smb,70,70
E9C74B4E,Destructible Boards 01,destructible_boards_01.geo,5,zonebundle_216.smb,25;26;28;29;30;32;33,25;26;28;29;30;32;33
00C71454,Sign Sale 4999,sign_sale_4999.geo,4,zonebundle_13.smb,1;2;3;4,1;2;3;4
09A58939,Sign Oldposter 07,sign_oldposter_07.geo,4,zonebundle_104.smb,4,4
103486B2,OutlawTarget,OutlawTarget.geo,4,zonebundle_296.smb,52;53,52;53
121DEBD0,Signpost Metal 01,signpost_metal_01.geo,4,zonebundle_104.smb,4,4
16C24924,AmmoCrate Boombat,ammoCrate_boombat.geo,4,zonebundle_195.smb,17,17
1CFB8377,Antenna Tall 01,antenna_tall_01.geo,4,zonebundle_104.smb,4,4
21B4585D,Ammocrate Armadillo,ammocrate_armadillo.geo,4,zonebundle_195.smb,17,17
30C8E4C4,Power Line Wallmount 01,power_line_wallmount_01.geo,4,zonebundle_218.smb,25;26;28,25;26;28
33AFE849,Sign Oldposter 09,sign_oldposter_09.geo,4,zonebundle_13.smb,1;2;3;4,1;2;3;4
33C1D9D1,AmmoCrate Stingbee,ammoCrate_stingbee.geo,4,zonebundle_195.smb,17,17
358293C5,Lightbulbyellow,lightbulbyellow.geo,4,zonebundle_232.smb,26,26
36FE4ADF,Red Grass 01,red_grass_01.geo,4,zonebundle_192.smb,17;25;27;37;41,17;25;27;37;41
3DAAC739,MineCartBossSmallDoors,mineCartBossSmallDoors.geo,4,zonebundle_283.smb,45,45
4B6408D0,Cave Ray 01,cave_ray_01.geo,4,zonebundle_160.smb,11;14;15;16,11;14;15;16
5968188A,Sign Oldposter 02,sign_oldposter_02.geo,4,zonebundle_13.smb,1;2;3;4,1;2;3;4
5A6FBB7A,Destructible Crate03,destructible_crate03.geo,4,zonebundle_112.smb,7;8;9;10;37;54,7;8;9;10;37;54
5D6491B5,Lampshade,lampshade.geo,4,zonebundle_174.smb,12,12
6A91DB5B,Shelf 03,shelf_03.geo,4,zonebundle_31.smb,1;5;9;63;64;78,1;5;9;63;64;78
6C12DF74,Destructible Crate Apples,destructible_crate_apples.geo,4,zonebundle_277.smb,41,41
7656A9A1,Destructible Mailbox,destructible_mailbox.geo,4,zonebundle_104.smb,4,4
7A755D1B,NativeSkeleton04,nativeSkeleton04.geo,4,zonebundle_310.smb,56;57,56;57
864B4E44,Huckleberry 01,Huckleberry_01.geo,4,zonebundle_148.smb,11;12;13;14;89;90;91,11;12;13;14;89;90;91
884695B5,HangingWeeds,hangingWeeds.geo,4,zonebundle_316.smb,59;60;61;62,59;60;61;62
8C200077,Lcd Screen 02,lcd_screen_02.geo,4,zonebundle_108.smb,5;9,5;9
90E88707,Sign Sale 99,sign_sale_99.geo,4,zonebundle_13.smb,1;2;3;4,1;2;3;4
93A29A8A,Huckleberry Berries 01,Huckleberry_berries_01.geo,4,zonebundle_154.smb,11;12;13;91,11;12;13;91
AED122F5,SniperAreaDoor,sniperAreaDoor.geo,4,zonebundle_195.smb,17,17
B593D315,White Shelf 01,white_shelf_01.geo,4,zonebundle_68.smb,3,3
B6F63E21,Indoor Hanging Lamp 01,indoor_hanging_lamp_01.geo,4,zonebundle_195.smb,17,17
C5A6B6DD,Town Door 01,town_door_01.geo,4,zonebundle_242.smb,28,28
D16F2E77,Power Line Wallmount 01,power_line_wallmount_01.geo,4,zonebundle_145.smb,9,9
D185DB0F,Junk Pigbox 01,junk_pigbox_01.geo,4,zonebundle_332.smb,70,70
DE46405A,Power Lines 01,power_lines_01.geo,4,zonebundle_308.smb,54,54
