Slot,Tag,Hash,Name,X,Y,Z,Yaw,Job
136,6737B8F7,F0315D54,wolvarkgrenadier,-194.54,1324.89,262.66,119.6,n
137,316D1F71,F0315D54,wolvarkgrenadier,-192.58,1321.44,262.66,119.6,n
138,E03CB3E6,E33BE973,wolvarkgunner,-387.8,1458.06,270.42,-116.64,n
139,A9B6E7CA,E33BE973,wolvarkgunner,-395.72,1460.45,270.42,-136.35,n
140,9B808548,E33BE973,wolvarkgunner,-391.61,1455.4,270.42,-137.38,n
141,0CDC0866,B42B865B,grubbsoldier,-424.65,1452.28,270.42,141.93,n
142,15C73927,B42B865B,grubbsoldier,-427.46,1454.48,270.42,141.93,n
143,925F25E8,B42B865B,grubbsoldier,-430.42,1456.8,270.42,141.93,n
144,8B4414A9,B42B865B,grubbsoldier,-434.1,1459.68,270.42,141.93,n
145,CEB64E55,879B644E,(unidentified),0.0,0.0,0.0,0.0,n
146,A069476A,B42B865B,grubbsoldier,-431.28,1463.27,270.42,141.93,n
147,B972762B,B42B865B,grubbsoldier,-428.19,1460.84,270.42,141.93,n
148,F633E0EC,B42B865B,grubbsoldier,-424.99,1458.34,270.42,141.93,n
149,EF28D1AD,B42B865B,grubbsoldier,-421.71,1455.77,270.42,141.93,n
150,C405826E,B42B865B,grubbsoldier,-418.21,1460.24,270.42,141.93,n
151,75C8CC29,B42B865B,grubbsoldier,-409.06,1463.22,280.14,62.64,n
152,DEC844E8,B42B865B,grubbsoldier,-421.07,1462.47,270.42,141.93,n
153,568F1D4B,300596C6,armoredgloktigi,-510.09,992.67,357.47,43.94,y
154,00D5BACD,300596C6,armoredgloktigi,-502.66,999.84,357.47,43.94,y
155,61A15EE3,CAB666AF,sektosdeathray,-517.8,1007.85,363.67,40.82,n
156,51471F1D,97C44232,sektoboss,-524.53,1015.2,364.1,41.11,n
