"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"155","0x0BE2B5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"156","0x0D22FC","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"157","0x0D23C5","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"158","0x0D248E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"159","0x0D2557","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"160","0x0D2620","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"161","0x0D3620","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"162","0x0D36E9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"163","0x0D37B2","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"164","0x0D387B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"165","0x0D3944","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"166","0x0D3A0D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"167","0x0D3AD6","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"168","0x0DB898","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"169","0x0DB961","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"170","0x0DBA2A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"171","0x0DBAF3","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"172","0x0DD3F9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"173","0x0DD4C2","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"174","0x0DD58B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"175","0x0DD654","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"176","0x0F6EB1","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"177","0x0F6F7A","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"178","0x0F7043","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"179","0x0F710C","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"180","0x0FDC3A","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"181","0x0FDD03","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"182","0x116DBC","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"183","0x116E85","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"184","0x119AC8","214F50C8","grubb_injured","100000","friendly","",""
"185","0x11B815","B6FE5A75","grubb_male","100000","friendly","",""
"186","0x11B8DE","B6FE5A75","grubb_male","100000","friendly","",""
"187","0x11B9A7","B6FE5A75","grubb_male","100000","friendly","",""
