Key,Name,Asset,Count,Bundle,Zones,BakedZones
DF5F72C6,Red Daisy 01,Red_daisy_01.geo,6,zonebundle_33.smb,2;5;6;7;9;22,2;5;6;7;9;22
BC302202,Barrel Moolah,barrel_moolah.geo,5,zonebundle_52.smb,9,9
ECADC8B1,Shelf 02,shelf_02.geo,5,zonebundle_54.smb,10;11,10;11
3F255D77,Forest Bunchberry,forest_bunchberry.geo,4,zonebundle_33.smb,2;5;6;7;9;22,2;5;6;7;9;22
6A39BA1F,Shelf 01,shelf_01.geo,4,zonebundle_59.smb,11,11
7FEEEE33,Ceilingfan Generalstore,ceilingfan_generalstore.geo,4,zonebundle_59.smb,11,11
9A4D1AA4,Barrel Explosive,barrel_explosive.geo,4,zonebundle_59.smb,11,11
A216EBED,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,4,zonebundle_32.smb,1,1
27F11B14,Shelf 03,shelf_03.geo,3,zonebundle_53.smb,10;11;12,10;11;12
2F9FCCEF,Destructible Circus Platform 02,destructible_circus_platform_02.geo,3,zonebundle_35.smb,2;5;7;9;11,2;5;7;9;11
375D652D,Windowpane Single 01,windowpane_single_01.geo,3,zonebundle_59.smb,11,11
575504AF,Destructible NPCcrate,destructible_NPCcrate.geo,3,zonebundle_32.smb,1,1
677BACF2,Cattail 01,cattail_01.geo,3,zonebundle_23.smb,1;3;4,1;3;4
9823786D,Junk Mech 02,junk_mech_02.geo,3,zonebundle_41.smb,4;11,4;11
B524F529,Windowpane Quad 01,windowpane_quad_01.geo,3,zonebundle_59.smb,11,11
FA9AA698,Destructible Boards 02,destructible_boards_02.geo,3,zonebundle_59.smb,11,11
20B2FAEF,,,2,,?,?
273AC699,Capacitor 01,capacitor_01.geo,2,zonebundle_59.smb,11,11
387F7C12,Forest Fern 02,forest_fern_02.geo,2,zonebundle_33.smb,2;5;6;7;9;22,2;5;6;7;9;22
5493831A,Junk Mech 19,junk_mech_19.geo,2,zonebundle_59.smb,11,11
63885C89,Power Lines 01,power_lines_01.geo,2,zonebundle_59.smb,11,11
7C0ED436,Destructible Boards 01,destructible_boards_01.geo,2,zonebundle_59.smb,11,11
864B4E44,Huckleberry 01,Huckleberry_01.geo,2,zonebundle_45.smb,5;9,5;9
8F48D91E,Jail 01,jail_01.geo,2,lm_level_00_tgl.smb;zonebundle_59.smb,*,11
993C42C7,,,2,,?,?
9D22B2F6,Surge Trigger Final,surge_trigger_final.geo,2,zonebundle_59.smb,11,11
BEEB0EBC,Forest Fern 01,forest_fern_01.geo,2,zonebundle_33.smb,2;5;6;7;9;22,2;5;6;7;9;22
C48EBAE5,Huckleberry Tall 01,Huckleberry_Tall_01.geo,2,zonebundle_45.smb,5;9,5;9
CEB29D3E,Oildrum,oildrum.geo,2,zonebundle_59.smb,11,11
02CEB31E,Destructible Medfence,destructible_medfence.geo,1,zonebundle_50.smb,8,8
05FC9BA6,,,1,,?,?
0C3EB55B,Construction Wall 03,construction_wall_03.geo,1,zonebundle_59.smb,11,11
17FAF89A,Trash Bag Pile 02,trash_bag_pile_02.geo,1,zonebundle_56.smb,10,10
1847D06C,Bounty Store Exterior,bounty_store_exterior.geo,1,zonebundle_59.smb,11,11
1A8F3A9F,Trash Bag 02,trash_bag_02.geo,1,zonebundle_60.smb,12,12
1DB44786,Junk Big 05,junk_big_05.geo,1,zonebundle_59.smb,11,11
212E4E48,Rug 01,rug_01.geo,1,zonebundle_59.smb,11,11
229142A2,Tractor Shovel 01,tractor_shovel_01.geo,1,zonebundle_59.smb,11,11
32385F43,Wheelbarrel,wheelbarrel.geo,1,zonebundle_59.smb,11,11
3324F48C,Crane 02,crane_02.geo,1,zonebundle_59.smb,11,11
347C05F1,Dead Brush Big 01,dead_brush_big_01.geo,1,zonebundle_59.smb,11,11
36FE4ADF,Red Grass 01,red_grass_01.geo,1,zonebundle_59.smb,11,11
3C882141,Light Warehouse 01,light_warehouse_01.geo,1,zonebundle_59.smb,11,11
4452E793,Wolvark Shelf Units 02,wolvark_shelf_units_02.geo,1,zonebundle_59.smb,11,11
4E2671A4,,,1,,?,?
4E302E0E,Dead Bush 01,dead_bush_01.geo,1,zonebundle_59.smb,11,11
4E7A9B70,Junk Mech 04,junk_mech_04.geo,1,zonebundle_59.smb,11,11
56E33414,CrudCannon Broken,crudCannon_Broken.geo,1,zonebundle_47.smb,5,5
66696969,ActivatorDoor,activatorDoor.geo,1,zonebundle_59.smb,11,11
6CE6EF43,Rug 03,rug_03.geo,1,zonebundle_59.smb,11,11
71C167D3,Townsfolk,townsfolk.geo,1,npc_11.smb,*,*
7207D079,DepositSlot Moolah,DepositSlot_Moolah.geo,1,zonebundle_59.smb,11,11
7F8376A6,Dam Door 01,dam_door_01.geo,1,zonebundle_59.smb,11,11
804A444B,ForkLiftRaised,forkLiftRaised.geo,1,zonebundle_56.smb,10,10
8F0E3436,Wolvark Shelf Units 03,wolvark_shelf_units_03.geo,1,zonebundle_59.smb,11,11
916E8A34,Trash Bag Pile 01,trash_bag_pile_01.geo,1,zonebundle_60.smb,12,12
97352BEE,Destructible Keepoutfence,destructible_keepoutfence.geo,1,zonebundle_48.smb,6,6
97F93241,Squirrel Mound 01,squirrel_mound_01.geo,1,zonebundle_32.smb,1,1
9C1B4831,Trash Bag 01,trash_bag_01.geo,1,zonebundle_60.smb,12,12
A627210B,Skunk House 01,skunk_house_01.geo,1,zonebundle_59.smb,11,11
A7172A27,Power Line Wallmount 01,power_line_wallmount_01.geo,1,zonebundle_59.smb,11,11
A7D4E14A,Crane,crane.geo,1,zonebundle_59.smb,11,11
A99138ED,Tractor 01,tractor_01.geo,1,zonebundle_59.smb,11,11
C5E2A777,Picture Egg 01,picture_egg_01.geo,1,zonebundle_59.smb,11,11
C6883621,,,1,,?,?
C83E916D,Squrrel Bush 01,squrrel_bush_01.geo,1,zonebundle_59.smb,11,11
C9CD9485,Engine 01,engine_01.geo,1,zonebundle_59.smb,11,11
E5191360,Spider House 01,spider_house_01.geo,1,zonebundle_59.smb,11,11
E8044D80,Fuzzle Bone Pile 01,fuzzle_bone_pile_01.geo,1,zonebundle_59.smb,11,11
F0BDCA98,Outlaw Junk Bridge 02,outlaw_junk_bridge_02.geo,1,zonebundle_59.smb,11,11
F86B2189,Bulletin Board 02,bulletin_board_02.geo,1,zonebundle_59.smb,11,11
F8782729,Crane 03,crane_03.geo,1,zonebundle_59.smb,11,11
F97FBCF7,Bean Plant 01,bean_plant_01.geo,1,zonebundle_47.smb,5,5
