Slot,Tag,Hash,Name,X,Y,Z,Yaw,Job
78,4DBE6116,2D8CF05F,outlawsemiauto,-168.64,51.87,124.86,20.79,n
79,37113BD0,2D8CF05F,outlawsemiauto,-173.15,51.09,124.53,22.82,n
80,654B4DDB,6A6A4558,outlaw_sniper,-96.34,107.27,140.93,-28.11,n
81,83B9E8BE,FFFC00CB,outlaw_shooter,-97.32,121.2,132.5,13.06,n
82,B04DE00B,2D8CF05F,outlawsemiauto,-74.36,114.87,132.64,-142.76,n
83,FD4AC895,2D8CF05F,outlawsemiauto,-90.06,164.37,141.9,-0.0,n
84,B8A84BAE,FF32E523,outlaw_nailer,-131.71,139.9,133.78,82.44,n
85,3F305761,5629AD35,outlawsuicidebomber,-210.71,212.61,129.17,43.65,n
86,8BF666EE,2D8CF05F,outlawsemiauto,-209.64,220.61,128.2,24.78,y
87,0D0635E3,FFFC00CB,outlaw_shooter,-204.45,216.94,128.59,35.44,y
88,C4B7F029,2D8CF05F,outlawsemiauto,-207.21,214.63,128.47,24.78,n
89,24C93B6A,FFFC00CB,outlaw_shooter,-103.15,287.0,137.21,41.06,n
90,C6A1F708,57009F0C,fattymcboomboom,-100.03,288.05,137.53,-73.68,y
91,E733DAB7,FFFC00CB,outlaw_shooter,-86.84,259.64,128.13,-101.37,y
92,60ABC678,FFFC00CB,outlaw_shooter,-120.39,234.06,128.65,-166.79,y
93,67125C92,2D8CF05F,outlawsemiauto,-99.72,242.47,128.2,-132.46,y
94,6A2D3588,FFFC00CB,outlaw_shooter,-141.7,293.83,135.78,-9.56,n
95,3311EA5D,6A6A4558,outlaw_sniper,-81.57,281.34,148.64,-74.08,y
96,B1697D31,FFFC00CB,outlaw_shooter,-86.71,259.6,128.13,-101.37,y
97,9A442EF2,FFFC00CB,outlaw_shooter,-120.5,234.52,128.65,-166.79,y
98,037E9996,2D8CF05F,outlawsemiauto,-100.0,242.79,128.2,-143.75,y
99,B20B5E52,FFFC00CB,outlaw_shooter,-170.81,55.26,110.99,38.21,n
100,7BED2364,2D8CF05F,outlawsemiauto,-221.17,-137.52,127.07,-0.0,n
101,50C070A7,FFFC00CB,outlaw_shooter,-225.38,-144.52,125.93,22.54,y
102,3CEA7DAE,072A64D6,outlaw_cutter,-224.91,-139.07,126.31,-111.4,n
103,6A92894F,FFFC00CB,outlaw_shooter,-248.58,-112.58,128.44,61.49,y
104,89665084,2D8CF05F,outlawsemiauto,-247.81,-106.98,126.47,-115.64,n
105,727A3476,5629AD35,outlawsuicidebomber,-172.18,52.17,110.84,22.09,n
106,731C93C2,FF32E523,outlaw_nailer,-362.06,1279.8,84.82,24.85,n
107,148F5CE3,072A64D6,outlaw_cutter,-365.83,1275.28,84.87,21.51,n
108,3FA20F20,072A64D6,outlaw_cutter,-357.19,1276.46,85.13,21.51,n
109,FDB8CD7A,FFFC00CB,outlaw_shooter,-372.91,1008.0,130.12,-9.4,n
110,D5E34F38,FFFC00CB,outlaw_shooter,-360.44,913.97,123.55,38.97,y
111,D82E7CD3,072A64D6,outlaw_cutter,-369.55,912.16,124.03,-0.0,n
112,9AA2D9FF,FFFC00CB,outlaw_shooter,-364.84,900.37,125.19,32.36,y
113,83B9E8BE,FFFC00CB,outlaw_shooter,-354.39,884.3,126.69,-130.45,y
114,ED9FBE4C,FF32E523,outlaw_nailer,-461.02,1315.1,58.07,146.06,n
115,ADDBADF8,FFFC00CB,outlaw_shooter,-313.15,1130.11,120.78,-1.35,y
116,B4C09CB9,FFFC00CB,outlaw_shooter,-371.43,1322.11,85.9,-79.03,n
117,79560034,FFFC00CB,outlaw_shooter,-306.9,1220.52,100.04,-78.26,n
118,803D3CD0,FFFC00CB,outlaw_shooter,-458.59,1315.98,58.77,114.97,n
119,AB106F13,FFFC00CB,outlaw_shooter,-328.68,1088.44,118.02,-40.74,y
120,7A20D1B5,FFFC00CB,outlaw_shooter,-305.72,1218.44,100.16,-78.26,n
121,D6959EB9,FFFC00CB,outlaw_shooter,-369.6,1321.84,85.88,-79.03,n
122,B14DBDA8,B5A32E92,outlawflamethrower,-718.55,1303.41,60.53,119.09,n
123,1B127642,FFFC00CB,outlaw_shooter,-631.85,1341.51,65.27,137.8,y
124,303F2581,FFFC00CB,outlaw_shooter,-607.74,1348.49,64.95,-76.68,y
125,4F1039A2,FFFC00CB,outlaw_shooter,-605.5,1338.47,64.95,-76.68,y
126,605E118A,2D8CF05F,outlawsemiauto,-955.84,1598.38,-20.51,77.78,n
127,F3F8C1F3,FFFC00CB,outlaw_shooter,-954.83,1601.77,-20.74,50.52,n
128,CA0E2F56,5629AD35,outlawsuicidebomber,-955.8,1603.63,-19.7,128.67,n
129,E1237C95,5629AD35,outlawsuicidebomber,-953.69,1604.05,-20.22,-0.0,n
130,381CD9AD,FF32E523,outlaw_nailer,-1029.26,1519.62,-17.11,151.41,n
131,D8D59230,FFFC00CB,outlaw_shooter,-1028.22,1524.09,-16.91,56.84,y
132,C1CEA371,FFFC00CB,outlaw_shooter,-1033.73,1513.84,-17.3,144.82,y
133,3604B60C,2D8CF05F,outlawsemiauto,-778.01,1387.01,-33.13,111.52,n
134,80CF393F,FFFC00CB,outlaw_shooter,-762.42,1595.75,-34.65,146.7,y
135,ABE26AFC,FFFC00CB,outlaw_shooter,-761.0,1598.2,-34.9,-33.75,y
136,0432D48E,2D8CF05F,outlawsemiauto,-703.46,1578.11,-32.85,-107.03,n
137,E7D52DBA,FFFC00CB,outlaw_shooter,-682.1,1474.27,-25.57,-175.45,y
138,794520CB,2D8CF05F,outlawsemiauto,-670.65,1463.4,-33.12,176.98,n
139,CCF87E79,FFFC00CB,outlaw_shooter,-655.48,1467.73,-24.53,-175.45,y
140,2F1F874D,2D8CF05F,outlawsemiauto,-673.03,1490.9,-33.62,176.98,n
141,A8568CE9,B5A32E92,outlawflamethrower,-665.9,1484.0,-32.62,166.59,n
142,78946A03,FFFC00CB,outlaw_shooter,-672.89,1438.73,-22.82,147.87,y
143,FF0C76CC,FFFC00CB,outlaw_shooter,-693.04,1442.86,-32.97,147.87,y
144,99D4087E,FFFC00CB,outlaw_shooter,-709.93,1419.23,-32.65,147.87,y
145,DC69B070,FFFC00CB,outlaw_shooter,-722.26,1395.37,-15.64,147.87,y
146,268658FA,6A6A4558,outlaw_sniper,-686.34,1519.07,1.56,-162.34,n
147,3F9D69BB,6A6A4558,outlaw_sniper,-678.75,1522.99,1.56,-162.34,n
148,EE5FD2F2,6A6A4558,outlaw_sniper,-726.95,1420.83,20.35,142.19,n
149,F744E3B3,6A6A4558,outlaw_sniper,-713.63,1408.0,20.35,142.19,n
150,CC449B7E,E0A31269,outlaw_shooter_minecart,-844.28,1540.81,15.78,-77.7,y
151,C42C25F1,E0A31269,outlaw_shooter_minecart,-795.48,1462.8,51.08,-30.96,y
152,A9188EA9,E0A31269,outlaw_shooter_minecart,-881.8,1435.98,-1.52,156.92,y
153,3F7BAE95,FFFC00CB,outlaw_shooter,-724.56,1332.77,61.17,37.87,n
154,1456FD56,FFFC00CB,outlaw_shooter,-735.53,1323.68,61.25,37.87,n
155,D3EA54AC,F4DC66D8,minecartxplosives,-716.34,1333.27,62.01,-59.41,n
156,65223B1C,FFFC00CB,outlaw_shooter,-913.24,1574.13,-20.66,52.89,y
157,04E3C3E5,B5A32E92,outlawflamethrower,-772.83,1387.05,-33.64,95.05,n
158,3C803481,E0A31269,outlaw_shooter_minecart,-774.78,1417.68,28.7,3.03,n
159,259B05C0,E0A31269,outlaw_shooter_minecart,-809.79,1393.38,40.53,-77.04,n
160,0EB65603,E0A31269,outlaw_shooter_minecart,-810.35,1387.74,40.98,-104.94,n
161,C2A07E05,2D8CF05F,outlawsemiauto,-785.27,1443.2,4.37,-118.55,n
162,E1EF92FD,E0A31269,outlaw_shooter_minecart,-800.54,1500.99,15.84,-61.13,y
163,90D82EED,E0A31269,outlaw_shooter_minecart,-804.99,1497.96,15.52,-51.59,y
164,932826B7,6A6A4558,outlaw_sniper,-765.26,1401.1,29.17,142.19,n
165,C66FDC0B,6A6A4558,outlaw_sniper,-755.43,1378.42,29.17,142.19,n
166,8A3317F6,6A6A4558,outlaw_sniper,-778.91,1373.69,-19.31,85.19,y
167,A11E4435,6A6A4558,outlaw_sniper,-779.13,1384.7,-19.31,85.19,y
168,B8057574,6A6A4558,outlaw_sniper,-794.54,1387.14,0.61,85.19,n
169,C5728131,E0A31269,outlaw_shooter_minecart,-672.62,1510.76,12.05,-146.93,n
170,F2F70650,E0A31269,outlaw_shooter_minecart,-723.01,1376.8,60.69,-158.87,y
171,C594461F,FFFC00CB,outlaw_shooter,-663.52,1513.14,-12.95,-77.77,n
172,3DDBD7E2,E0A31269,outlaw_shooter_minecart,-680.22,1510.44,-12.91,-30.02,n
173,420C5AD0,FFFC00CB,outlaw_shooter,-661.97,1513.55,-12.95,-77.77,n
174,A358FA6C,E0A31269,outlaw_shooter_minecart,-715.29,1610.73,-14.11,-30.02,n
175,DE2F0E29,E0A31269,outlaw_shooter_minecart,-776.65,1419.05,28.7,3.03,n
176,C7343F68,E0A31269,outlaw_shooter_minecart,-777.46,1416.87,28.7,3.03,n
177,EC196CAB,E0A31269,outlaw_shooter_minecart,-750.41,1435.83,19.89,59.33,n
178,F5025DEA,E0A31269,outlaw_shooter_minecart,-746.88,1432.88,19.89,59.33,n
179,41F7C0C4,E0A31269,outlaw_shooter_minecart,-672.62,1510.76,12.05,71.59,n
180,6ADA9307,E0A31269,outlaw_shooter_minecart,-750.37,1434.14,19.89,59.33,n
181,73C1A246,E0A31269,outlaw_shooter_minecart,-715.67,1407.87,19.99,-21.1,n
182,4D48D1C4,2D8CF05F,outlawsemiauto,-704.18,1292.22,65.53,-51.46,n
183,5C701CA9,FF32E523,outlaw_nailer,-700.87,1292.45,65.39,-58.73,n
184,775D4F6A,FF32E523,outlaw_nailer,-703.34,1291.62,65.9,-58.73,n
185,456B2DE8,FF32E523,outlaw_nailer,-712.26,1282.43,66.55,103.57,n
186,02094703,2D8CF05F,outlawsemiauto,-711.79,1288.44,66.51,-0.0,n
187,067A859E,B5A32E92,outlawflamethrower,-1088.08,1728.22,-13.52,57.52,n
188,A2BAC172,0BB34EB7,xplosivesmcgee,-1087.23,1689.66,-33.69,121.62,y
189,B106D499,F4DC66D8,minecartxplosives,-1081.91,1751.21,-11.86,41.56,n
190,DC8F775E,FFFC00CB,outlaw_shooter,-1020.21,1679.54,-33.85,-0.0,n
191,26609FD4,FFFC00CB,outlaw_shooter,-1020.84,1676.72,-33.85,-0.0,n
192,2D57D65D,B5A32E92,outlawflamethrower,-1016.74,1676.54,-33.0,49.48,n
193,B2758BD8,FFFC00CB,outlaw_shooter,-1020.43,1764.32,-33.87,-20.38,n
194,AB6EBA99,FFFC00CB,outlaw_shooter,-1023.36,1765.03,-33.87,-20.38,n
195,AA1EDDF9,2D8CF05F,outlawsemiauto,-1017.76,1760.69,-33.56,-41.89,y
196,FC447A7F,2D8CF05F,outlawsemiauto,-1026.84,1765.7,-33.56,-28.96,y
197,FCF55399,072A64D6,outlaw_cutter,-1091.5,1730.48,-13.77,50.77,n
198,A33D154A,6A6A4558,outlaw_sniper,-1088.51,1751.21,-7.21,35.8,n
199,BA26240B,6A6A4558,outlaw_sniper,-1107.54,1727.41,-7.82,78.68,n
200,910B77C8,6A6A4558,outlaw_sniper,-1087.79,1729.11,-8.06,49.22,n
201,69210913,FFFC00CB,outlaw_shooter,-1078.56,1664.95,-26.1,147.25,n
202,E55F4B3E,2D8CF05F,outlawsemiauto,-1071.23,1659.07,-26.98,142.26,n
203,CE7218FD,2D8CF05F,outlawsemiauto,-1086.69,1668.4,-26.92,142.26,n
204,618BB8EC,5629AD35,outlawsuicidebomber,-619.77,1238.49,74.24,-67.64,n
205,789089AD,5629AD35,outlawsuicidebomber,-627.99,1235.26,74.24,-67.64,n
206,7F7EB346,2D8CF05F,outlawsemiauto,-635.45,1232.43,73.94,-52.54,n
207,643D6A61,FFFC00CB,outlaw_shooter,-670.76,1249.55,54.57,-26.93,n
208,7D265B20,FFFC00CB,outlaw_shooter,-674.41,1248.47,55.62,11.69,n
209,FABE47EF,FFFC00CB,outlaw_shooter,-601.69,1236.59,67.31,-24.61,y
210,E3A576AE,FFFC00CB,outlaw_shooter,-607.3,1243.26,66.68,-24.61,y
211,194A9E24,FFFC00CB,outlaw_shooter,-690.31,1248.95,63.83,120.96,y
212,0051AF65,FFFC00CB,outlaw_shooter,-569.97,1248.84,67.47,112.7,n
213,3267CDE7,FFFC00CB,outlaw_shooter,-573.42,1257.11,67.15,112.7,n
214,7AD60C36,FF32E523,outlaw_nailer,589.75,571.59,120.68,90.32,n
215,51FB5FF5,FF32E523,outlaw_nailer,572.57,570.66,120.68,90.32,n
216,9C0F3A2F,2D8CF05F,outlawsemiauto,302.73,527.28,90.95,151.73,n
217,028C17A1,2D8CF05F,outlawsemiauto,276.14,371.27,47.33,38.02,n
218,1B9726E0,2D8CF05F,outlawsemiauto,229.22,357.46,49.94,19.55,n
219,7FFBE3E4,2D8CF05F,outlawsemiauto,163.9,147.03,48.22,-95.7,n
220,17303ACB,FF32E523,outlaw_nailer,254.01,448.0,55.44,10.29,n
221,FB0925C7,5629AD35,outlawsuicidebomber,343.67,520.58,99.85,89.39,n
222,01E6CD4D,5629AD35,outlawsuicidebomber,326.8,519.22,94.9,70.57,n
223,18FDFC0C,5629AD35,outlawsuicidebomber,280.39,516.07,88.67,71.19,n
224,57BC6ACB,5629AD35,outlawsuicidebomber,232.67,395.58,50.13,-4.23,n
225,4EA75B8A,5629AD35,outlawsuicidebomber,265.03,419.17,49.31,48.05,n
226,2ACB9E8E,5629AD35,outlawsuicidebomber,344.61,525.61,100.16,21.46,n
227,399C0E7B,FF0100ED,outlaw_mortar,275.79,452.08,68.57,-47.21,n
228,20873F3A,FF0100ED,outlaw_mortar,232.05,455.87,93.75,72.87,n
229,6FC6A9FD,FF0100ED,outlaw_mortar,242.25,371.69,52.63,0.0,n
230,44EBFA3E,FF0100ED,outlaw_mortar,284.95,368.89,51.92,0.0,n
231,E67255ED,2D8CF05F,outlawsemiauto,352.72,525.12,103.63,-77.35,n
232,FF6964AC,2D8CF05F,outlawsemiauto,348.73,525.73,102.16,42.78,n
233,85140B6E,2D8CF05F,outlawsemiauto,361.26,309.76,46.75,-91.4,n
234,30BA7523,2D8CF05F,outlawsemiauto,327.38,344.47,48.98,-54.1,n
235,29A14462,2D8CF05F,outlawsemiauto,310.49,350.16,47.46,-54.1,n
236,66E0D2A5,2D8CF05F,outlawsemiauto,272.36,209.17,49.74,-178.62,n
237,0BAA6CF9,FF0100ED,outlaw_mortar,347.63,317.01,46.58,-61.43,n
238,76DD98BC,FF0100ED,outlaw_mortar,374.48,274.13,49.98,-61.43,n
239,A196AED6,B53065FF,outlawboss_elbowz,607.66,571.21,120.59,-88.21,y
240,6802AABC,7C6717E1,slog,13.5,-57.14,51.41,-129.83,n
241,71199BFD,7C6717E1,slog,13.24,-61.88,51.76,-158.7,n
242,3E580D3A,7C6717E1,slog,12.06,-59.29,51.29,-122.99,n
243,27433C7B,7C6717E1,slog,14.86,-60.73,51.69,-134.42,n
244,0C6E6FB8,7C6717E1,slog,14.8,-62.65,51.89,-154.02,n
245,27511B23,018AD12D,giantslog,20.55,-71.2,51.57,-135.82,y
246,821E90E9,2D8CF05F,outlawsemiauto,471.71,515.41,142.89,148.95,n
247,9B05A1A8,2D8CF05F,outlawsemiauto,445.06,523.83,141.66,124.27,n
248,D444376F,2D8CF05F,outlawsemiauto,412.28,523.5,138.39,7.34,n
249,CD5F062E,2D8CF05F,outlawsemiauto,410.77,516.1,137.1,136.33,n
250,685BC49F,5629AD35,outlawsuicidebomber,459.43,505.61,142.83,-139.89,n
251,7C913908,5629AD35,outlawsuicidebomber,455.63,531.7,144.47,-52.76,n
252,658A0849,5629AD35,outlawsuicidebomber,415.6,523.46,138.76,13.56,n
253,E8DC3504,FFFC00CB,outlaw_shooter,519.09,118.09,57.82,66.52,n
254,B9CCBAA4,FFFC00CB,outlaw_shooter,506.54,76.25,58.14,101.78,n
255,92E1E967,FFFC00CB,outlaw_shooter,506.21,104.75,58.39,68.69,n
256,1579F5A8,FFFC00CB,outlaw_shooter,502.9,95.85,58.73,87.39,n
257,E5A45647,FF32E523,outlaw_nailer,519.65,104.6,47.88,83.93,n
258,EF961D22,FFFC00CB,outlaw_shooter,489.58,105.79,67.5,81.73,n
259,D79234C5,FF32E523,outlaw_nailer,518.26,64.05,58.24,131.31,n
260,CBFEA268,FF0100ED,outlaw_mortar,479.38,107.79,72.57,65.99,n
261,95ABC141,FFFC00CB,outlaw_shooter,506.93,131.78,65.36,42.07,n
262,E721A342,C9F81B7E,dcasteraider,509.63,89.55,58.09,106.72,n
263,98D3A202,FF32E523,outlaw_nailer,552.2,87.12,47.89,-160.75,n
264,81C89343,FF32E523,outlaw_nailer,552.2,85.1,47.89,-160.75,n
265,6B080E84,FFFC00CB,outlaw_shooter,565.92,90.55,47.98,-107.88,n
266,0C62C4E9,FFFC00CB,outlaw_shooter,515.65,97.72,47.74,87.39,n
267,C6FDF0B8,FFFC00CB,outlaw_shooter,513.96,97.8,47.74,87.39,n
268,DFE6C1F9,FFFC00CB,outlaw_shooter,539.36,127.0,57.95,34.21,n
269,053E2AD6,072A64D6,outlaw_cutter,523.84,69.88,58.47,125.62,n
270,D2E59329,FF0100ED,outlaw_mortar,529.24,80.45,47.9,133.42,n
271,CC0CF081,C9F81B7E,dcasteraider,509.21,87.99,58.38,83.58,n
272,2E137915,072A64D6,outlaw_cutter,0.0,-0.0,0.99,0.0,n
273,4C010FBF,3E4F6569,bargekeeper,548.31,3.45,48.71,-165.01,n
