"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"58","0x07DB2D","E974A99C","outlaw_hunter","45","hostile","A2F96A40","399"
"59","0x07DBF6","E974A99C","outlaw_hunter","45","hostile","A2F96A40","399"
"60","0x07DCBF","E974A99C","outlaw_hunter","45","hostile","A2F96A40","399"
"61","0x07DD88","E974A99C","outlaw_hunter","45","hostile","A2F96A40","399"
"62","0x07DE51","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"63","0x07DF1A","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"64","0x07F6EB","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"65","0x07F7B4","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"66","0x07F87D","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"67","0x07F946","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"68","0x082E7E","4E169515","lefty_lugnutz","650","hostile","5DD83C1D","1000"
"69","0x08AB4F","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"70","0x08AC18","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"71","0x08ACE1","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"72","0x08ADAA","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"73","0x08AE73","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"74","0x08AF3C","FF32E523","outlaw_nailer","150","hostile","",""
"75","0x08B005","FF32E523","outlaw_nailer","150","hostile","",""
"76","0x092A37","FF32E523","outlaw_nailer","150","hostile","",""
"77","0x092B00","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"78","0x092BC9","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"79","0x092C92","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"80","0x0941BF","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"81","0x094288","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"82","0x094351","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"83","0x09441A","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"84","0x0944E3","FF32E523","outlaw_nailer","150","hostile","",""
"85","0x099BDF","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"86","0x099CA8","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"87","0x099D71","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"88","0x099E3A","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"89","0x09A36B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"90","0x09AC8A","57009F0C","fattymcboomboom","700","hostile","FC901D35","0"
"91","0x09ADCF","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"92","0x09AE98","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"93","0x09AF61","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"94","0x09B02A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"95","0x09B0F3","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"96","0x09B1BC","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"97","0x09B285","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"98","0x09B34E","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"99","0x0AE7A8","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"100","0x0AFD01","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"101","0x0AFDCA","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"102","0x0AFE93","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"103","0x0AFF5C","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"104","0x0B0025","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"105","0x0B34ED","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"106","0x0BC87C","FF32E523","outlaw_nailer","150","hostile","",""
"107","0x0BC945","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"108","0x0BCA0E","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"109","0x0BCAD7","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"110","0x0BD8AB","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"111","0x0BD974","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"112","0x0BDA3D","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"113","0x0BDB06","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"114","0x0C1C5B","FF32E523","outlaw_nailer","150","hostile","",""
"115","0x0C1D24","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"116","0x0C1DED","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"117","0x0C1EB6","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"118","0x0C1F7F","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"119","0x0C2048","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"120","0x0C2111","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"121","0x0C21DA","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"122","0x0C8C30","B5A32E92","outlawflamethrower","200","hostile","97790EB5","3000"
"123","0x0CA9A4","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"124","0x0CBE19","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"125","0x0CBEE2","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"126","0x0D0070","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"127","0x0D0139","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"128","0x0D0202","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"129","0x0D02CB","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"130","0x0D16E8","FF32E523","outlaw_nailer","150","hostile","",""
"131","0x0D17B1","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"132","0x0D187A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"133","0x0D28BE","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"134","0x0D2987","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"135","0x0D2A50","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"136","0x0D2B19","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"137","0x0D2BE2","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"138","0x0D2CAB","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"139","0x0D2D74","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"140","0x0D2E3D","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"141","0x0D2F06","B5A32E92","outlawflamethrower","200","hostile","97790EB5","3000"
"142","0x0D2FCF","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"143","0x0D3098","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"144","0x0D3161","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"145","0x0D322A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"146","0x0D32F3","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"147","0x0D33BC","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"148","0x0D3485","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"149","0x0D354E","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"150","0x0D3AFF","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"151","0x0D3BC8","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"152","0x0D3C91","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"153","0x0D3D5A","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"154","0x0D3E23","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"155","0x0D3EEC","F4DC66D8","minecartxplosives","10000","hostile","6B9FE869","1000000"
"156","0x0D3FB5","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"157","0x0D407E","B5A32E92","outlawflamethrower","200","hostile","97790EB5","3000"
"158","0x0D4147","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"159","0x0D4210","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"160","0x0D42D9","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"161","0x0D43A2","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"162","0x0D446B","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"163","0x0D4534","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"164","0x0D4D4D","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"165","0x0D4E16","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"166","0x0D4EDF","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"167","0x0D4FA8","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"168","0x0D5071","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"169","0x0D513A","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"170","0x0D5203","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"171","0x0D52CC","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"172","0x0D5395","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"173","0x0D545E","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"174","0x0D5527","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"175","0x0D55F0","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"176","0x0D56B9","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"177","0x0D5782","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"178","0x0D584B","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"179","0x0D5914","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"180","0x0D59DD","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"181","0x0D5AA6","E0A31269","outlaw_shooter_minecart","45","hostile","8935AEBC","2500"
"182","0x0ED41A","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"183","0x0ED4E3","FF32E523","outlaw_nailer","150","hostile","",""
"184","0x0ED5AC","FF32E523","outlaw_nailer","150","hostile","",""
"185","0x0ED675","FF32E523","outlaw_nailer","150","hostile","",""
"186","0x0ED73E","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"187","0x100737","B5A32E92","outlawflamethrower","200","hostile","97790EB5","3000"
"188","0x100800","0BB34EB7","xplosivesmcgee","750","hostile","C8F313D2","1987"
"189","0x1008C9","F4DC66D8","minecartxplosives","10000","hostile","6B9FE869","1000000"
"190","0x101F82","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"191","0x10204B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"192","0x102114","B5A32E92","outlawflamethrower","200","hostile","97790EB5","3000"
"193","0x1021DD","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"194","0x1022A6","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"195","0x10236F","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"196","0x102438","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"197","0x102501","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"198","0x1025CA","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"199","0x102693","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"200","0x10275C","6A6A4558","outlaw_sniper","45","hostile","104B30E3","399"
"201","0x102825","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"202","0x1028EE","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"203","0x1029B7","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"204","0x11415E","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"205","0x114227","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"206","0x1142F0","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"207","0x1143B9","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"208","0x114482","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"209","0x11454B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"210","0x114614","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"211","0x1156DC","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"212","0x1157A5","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"213","0x11586E","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"214","0x11EE7A","FF32E523","outlaw_nailer","150","hostile","",""
"215","0x11EF43","FF32E523","outlaw_nailer","150","hostile","",""
"216","0x12196F","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"217","0x121A38","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"218","0x121B01","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"219","0x121BCA","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"220","0x122253","FF32E523","outlaw_nailer","150","hostile","",""
"221","0x12231C","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"222","0x1223E5","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"223","0x1224AE","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"224","0x122577","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"225","0x122640","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"226","0x122709","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"227","0x1227D2","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"228","0x12289B","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"229","0x122964","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"230","0x122A2D","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"231","0x122AF6","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"232","0x122BBF","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"233","0x12DCA7","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"234","0x12DD70","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"235","0x12DE39","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"236","0x12DF02","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"237","0x12EB52","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"238","0x12EC1B","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"239","0x13FE15","B53065FF","outlawboss_elbowz","400","hostile","",""
"240","0x14507F","7C6717E1","slog","3","hostile","",""
"241","0x145148","7C6717E1","slog","3","hostile","",""
"242","0x145211","7C6717E1","slog","3","hostile","",""
"243","0x1452DA","7C6717E1","slog","3","hostile","",""
"244","0x1453A3","7C6717E1","slog","3","hostile","",""
"245","0x1462E4","018AD12D","giantslog","550","hostile","D85C0922","399"
"246","0x147113","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"247","0x1471DC","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"248","0x1472A5","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"249","0x14736E","2D8CF05F","outlawsemiauto","150","hostile","1855F4F7","10000"
"250","0x147437","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"251","0x147500","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"252","0x1475C9","5629AD35","outlawsuicidebomber","150","hostile","F383278C","0"
"253","0x156E89","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"254","0x156F52","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"255","0x15701B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"256","0x1570E4","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"257","0x1571AD","FF32E523","outlaw_nailer","150","hostile","",""
"258","0x157276","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"259","0x15733F","FF32E523","outlaw_nailer","150","hostile","",""
"260","0x157408","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"261","0x1574D1","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"262","0x15925B","C9F81B7E","dcasteraider","250","hostile","",""
"263","0x159324","FF32E523","outlaw_nailer","150","hostile","",""
"264","0x15947C","FF32E523","outlaw_nailer","150","hostile","",""
"265","0x1595D4","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"266","0x15977B","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"267","0x159844","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"268","0x15990D","FFFC00CB","outlaw_shooter","60","hostile","F0DF813D","1300"
"269","0x1599D6","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"270","0x159A9F","FF0100ED","outlaw_mortar","125","hostile","5D994255","0"
"271","0x159B68","C9F81B7E","dcasteraider","250","hostile","",""
"272","0x15B8E0","072A64D6","outlaw_cutter","45","hostile","57664213","1000"
"273","0x15C625","3E4F6569","bargekeeper","100000","friendly","",""
