"Slot","Offset","Hash","Name","HP","Faction","WeaponHash","FireRateMs"
"57","0x03B111","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"58","0x03B1DA","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"59","0x03B2A3","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"60","0x03B36C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"61","0x03CFDA","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"62","0x03D0A3","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"63","0x05BF7F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"64","0x05C048","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"65","0x05C111","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"66","0x05C1DA","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"67","0x05C2A3","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"68","0x05C36C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"69","0x05C435","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"70","0x05C4FE","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"71","0x05C5C7","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"72","0x05C690","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"73","0x05C759","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"74","0x06677B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"75","0x066844","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"76","0x06690D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"77","0x0669D6","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"78","0x066A9F","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"79","0x066B68","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"80","0x066C31","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"81","0x066CFA","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"82","0x066DC3","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"83","0x066E8C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"84","0x066F55","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"85","0x06701E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"86","0x0670E7","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"87","0x0671B0","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"88","0x067279","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"89","0x070C57","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"90","0x070D20","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"91","0x075F58","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"92","0x076021","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"93","0x0760EA","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"94","0x0761B3","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"95","0x07627C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"96","0x07C095","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"97","0x07C15E","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"98","0x07C227","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"99","0x07C2F0","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"100","0x07C3B9","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"101","0x07C482","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"102","0x07C54B","F98DFA43","grubb_armored","100000","friendly","",""
"103","0x07C614","F98DFA43","grubb_armored","100000","friendly","",""
"104","0x08393D","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"105","0x083A06","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"106","0x085D13","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"107","0x085DDC","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"108","0x085EA5","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"109","0x088744","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"110","0x08880D","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"111","0x0888D6","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"112","0x08C6D9","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"113","0x08C7A2","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"114","0x08C86B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"115","0x08C934","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"116","0x08C9FD","31D1280E","wolvarksniper","45","hostile","D8770155","399"
"117","0x08CAC6","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"118","0x09719C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"119","0x097265","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"120","0x09732E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"121","0x0973F7","20F622E5","wolvarksloghandler","125","hostile","1F311F32","0"
"122","0x0974C0","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"123","0x097589","151F4B4E","shocktank","750","hostile","3CCD4DF1","5000"
"124","0x097652","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"125","0x09771B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"126","0x09923B","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"127","0x099304","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"128","0x0993CD","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"129","0x099496","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"130","0x09955F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"131","0x099628","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"132","0x0996F1","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"133","0x099B3E","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"134","0x099C07","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"135","0x09EF0A","E7EBC893","grubb_leader","100000","friendly","",""
"136","0x09EFD3","36ED7834","grubb_winter","100000","friendly","",""
"137","0x09F09C","36ED7834","grubb_winter","100000","friendly","",""
"138","0x09F165","36ED7834","grubb_winter","100000","friendly","",""
"139","0x09F22E","36ED7834","grubb_winter","100000","friendly","",""
"140","0x0A4DF6","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"141","0x0A4EBF","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"142","0x0A4F88","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"143","0x0A5051","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"144","0x0A511A","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"145","0x0A51E3","84AB1672","wolvarkmachinegunner","125","hostile","8DD16F6E","10000"
"146","0x0A52AC","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"147","0x0A5375","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"148","0x0A543E","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"149","0x0A5507","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"150","0x0A55D0","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"151","0x0A5699","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"152","0x0A5762","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"153","0x0AD2E5","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"154","0x0AD573","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"155","0x0AD63C","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"156","0x0AD8CA","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"157","0x0AF403","F0315D54","wolvarkgrenadier","100","hostile","DD9EBAEC","0"
"158","0x0AF691","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
"159","0x0AF91F","FDBD2F9C","wolvarkshooter","175","hostile","5207CB4E","2000"
