Key,Name,Asset,Count,Bundle,Zones,BakedZones
99736158,Cactus Tall 01,cactus_tall_01.geo,27,zonebundle_278.smb,36;37;38,36;37;38
D676EDA6,Destructible Crate,destructible_crate.geo,27,zonebundle_93.smb,5;14;15;36;43;51;54;55;56;57;58;59;60;61;62;63;64;65;67;68;69;70;121,5;14;15;36;43;51;54;55;56;57;58;59;60;61;62;63;64;65;67;68;69;70;121
3BE028EE,Civilized Treasure Chest,,25,lm_level_02_tgl.smb,*,?
8E9ED96D,Junk Big 07,junk_big_07.geo,25,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
5349FE72,Rottenrails 01,rottenrails_01.geo,24,zonebundle_237.smb,27;28;30;33,27;28;30;33
3BD9843D,Juniper Bush 01,juniper_bush_01.geo,23,zonebundle_88.smb,5;6;7;12;15;19;20;36;37;38;43;44;45;46;49;50;59;60;68;79;82;98;99,5;6;7;12;15;19;20;36;37;38;43;44;45;46;49;50;59;60;68;79;82;98;99
3F56DEBC,Red Mushroom 01,red_mushroom_01.geo,23,zonebundle_158.smb,14;15;22;23;30;31;33;35;42;51;53;54;55;56;57;58;59;60;61;62;64;65;68;73;74;75;76;77,14;15;22;23;30;31;33;35;42;51;53;54;55;56;57;58;59;60;61;62;64;65;68;73;74;75;76;77
45C20AC8,Junk Big 06,junk_big_06.geo,23,zonebundle_280.smb,36;43;44;45;46;47;48;49;50;51;119;120;122,36;43;44;45;46;47;48;49;50;51;119;120;122
E5CD1D3F,Stone Baseboard 01,stone_baseboard_01.geo,23,zonebundle_219.smb,25;26;27;28;29;30;31;32;33;34;35;59;102;103;104;106;110,25;26;27;28;29;30;31;32;33;34;35;59;102;103;104;106;110
0B683A59,Barrel Moolah,barrel_moolah.geo,22,zonebundle_231.smb,27;28;30;32;33;34;59;111,27;28;30;32;33;34;59;111
88B09F1C,Outlaw Door 01,outlaw_door_01.geo,22,zonebundle_112.smb,9;10;43;44;45;46;48;51;60,9;10;43;44;45;46;48;51;60
B2A14B9C,SkullRibsArms,skullRibsArms.geo,22,zonebundle_402.smb,72,72
B6ADE6A7,Cactus Tall 01,cactus_tall_01.geo,22,zonebundle_91.smb,5;6;7;79;80,5;6;7;79;80
DF3BB5DB,Jumpable Metalcrate 01,jumpable_metalcrate_01.geo,22,zonebundle_39.smb,2;9;19;20;21;22;23,2;9;19;20;21;22;23
4578EFBC,Lantern Sewer 01,lantern_sewer_01.geo,21,zonebundle_234.smb,27;28;30;33;34;35;103,27;28;30;33;34;35;103
458C6B8C,Pallet Lowrez 01,pallet_lowrez_01.geo,21,zonebundle_109.smb,9;10;27;34;60,9;10;27;34;60
D0B0313C,Junk Box 02,junk_box_02.geo,21,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
DCABF0B6,Lantern Sconce 01,lantern_sconce_01.geo,21,zonebundle_234.smb,27;28;30;33;34;35;103,27;28;30;33;34;35;103
F53FFCD5,Power Line Wall Cheap 01,power_line_wall_cheap_01.geo,21,zonebundle_395.smb,67,67
FCD43846,,,19,,?,?
24AEBFC4,Destructible Barrel 01,destructible_barrel_01.geo,18,zonebundle_121.smb,10;13;14,10;13;14
56244392,Junk Box 01,junk_box_01.geo,18,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
881F1D16,Stone Bricks 01,stone_bricks_01.geo,18,zonebundle_219.smb,25;26;27;28;29;30;31;32;33;34;35;59;102;103;104;106;110,25;26;27;28;29;30;31;32;33;34;35;59;102;103;104;106;110
3DEBAB97,Fly 01,fly_01.geo,17,zonebundle_293.smb,42;43;44;45;46;47;48;50;51;52;53;54,42;43;44;45;46;47;48;50;51;52;53;54
DF5F72C6,Red Daisy 01,Red_daisy_01.geo,17,zonebundle_23.smb,2;3;14;15;17;36;42;44;46;50;53;67;68;73;74;75;76,2;3;14;15;17;36;42;44;46;50;53;67;68;73;74;75;76
E5191360,Spider House 01,spider_house_01.geo,17,zonebundle_55.smb,2;22;25;28;32;36;37;43;44;46;49;51;56;59;60;68;69,2;22;25;28;32;36;37;43;44;46;49;51;56;59;60;68;69
4993C9F8,Insulator 01,insulator_01.geo,16,zonebundle_106.smb,9;10;14,9;10;14
9EC39151,Native Shelf 01,native_shelf_01.geo,16,zonebundle_195.smb,19;20,19;20
CD325389,Destructible Barrel 01,destructible_barrel_01.geo,16,zonebundle_66.smb,2,2
06923C7D,Mattress,mattress.geo,15,zonebundle_189.smb,19;20;21;44,19;20;21;44
075F00AB,Cactus Tall 01,cactus_tall_01.geo,15,zonebundle_101.smb,7;13;14;15;67;80;90;93,7;13;14;15;67;80;90;93
1BECE299,Junk Box 03,junk_box_03.geo,15,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
49B6DCD7,Proxy TrapdoorBreakGeo,Proxy_TrapdoorBreakGeo.geo,15,zonebundle_274.smb,33,33
71C167D3,Townsfolk,townsfolk.geo,15,npc_8.smb,*,*
8C8E80E9,Sewerlamp Hanging 01,sewerlamp_hanging_01.geo,15,zonebundle_356.smb,55;56;57;58;59;60;101;131,55;56;57;58;59;60;101;131
95CAA316,Outlaw Spawn Cave 01,outlaw_spawn_cave_01.geo,15,zonebundle_80.smb,4;5;6;43;44;45;46;48;60;67;120;121,4;5;6;43;44;45;46;48;60;67;120;121
A4E9A40A,Fly 01,fly_01.geo,15,zonebundle_67.smb,3;4;5;6;7;10;12;13;14;15;36;37;38,3;4;5;6;7;10;12;13;14;15;36;37;38
CA266E71,Trapdoor Break,Trapdoor_Break.geo,15,zonebundle_274.smb,33,33
D0DA2594,FullRemains,fullRemains.geo,15,zonebundle_402.smb,72,72
22363A2C,Warning Woodenbarrier,warning_woodenbarrier.geo,14,zonebundle_265.smb,30,30
347C05F1,Dead Brush Big 01,dead_brush_big_01.geo,14,zonebundle_90.smb,5;6;7;19;20;21;36;37;38;59;67;68;114;115,5;6;7;19;20;21;36;37;38;59;67;68;114;115
3FD20510,Goods Box 03,goods_box_03.geo,14,zonebundle_127.smb,10,10
5939EE72,Lodgepole Pine 01,lodgepole_pine_01.geo,14,zonebundle_411.smb,75;78;145,75;78;145
9156982B,,,14,,?,?
927B2F65,Junk Oven 01,junk_oven_01.geo,14,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
9A7DD7CA,Moth 01,moth_01.geo,14,zonebundle_108.smb,9;10;14;27;28;32;34;35,9;10;14;27;28;32;34;35
DD59F404,File Cabinet 02,file_cabinet_02.geo,14,zonebundle_39.smb,2;9;19;20;21;22;23,2;9;19;20;21;22;23
FC7A1432,Desert Plant 01,desert_plant_01.geo,14,zonebundle_87.smb,5;6;7;12;13;19;20;21;36;37;59;68;82;99,5;6;7;12;13;19;20;21;36;37;59;68;82;99
5091E899,Milkweed 02,milkweed_02.geo,13,zonebundle_92.smb,5;6;19;20;21;36;38;43;48;59;67;68;82,5;6;19;20;21;36;38;43;48;59;67;68;82
5A005849,,,13,,?,?
AF5AAAC5,Opple Crate 01,opple_crate_01.geo,13,zonebundle_28.smb,2;3,2;3
E4FB20F7,Desert Groundplant 01,desert_groundplant_01.geo,13,zonebundle_68.smb,3;4;5;6;7;12;13;14;15;17;19;20;25;26;27;28;30;34;37;43;44;45;46;47;48;49;50;51;59;60;66;67;68;71;72;109,3;4;5;6;7;12;13;14;15;17;19;20;25;26;27;28;30;34;37;43;44;45;46;47;48;49;50;51;59;60;66;67;68;71;72;109
E8044D80,Fuzzle Bone Pile 01,fuzzle_bone_pile_01.geo,13,zonebundle_53.smb,2;21;28;29;44;45;46;49;59;60;62;67;68,2;21;28;29;44;45;46;49;59;60;62;67;68
155601F0,Goods Stackofcans 01,goods_stackofcans_01.geo,12,zonebundle_127.smb,10,10
37ED199A,Agave 01,agave_01.geo,12,zonebundle_25.smb,2;3;20;43;44;45;46;48;59;60;67;68,2;3;20;43;44;45;46;48;59;60;67;68
43D3F09E,Sewersludge 01,sewersludge_01.geo,12,zonebundle_356.smb,55;56;57;58;59;60;101;131,55;56;57;58;59;60;101;131
703F9B4A,Fly 02,fly_02.geo,12,zonebundle_231.smb,27;28;30;32;33;34;59;111,27;28;30;32;33;34;59;111
A6FAA18E,,,12,lm_level_02_tgl.smb,*,?
BC103DE8,BonePile,bonePile.geo,12,zonebundle_402.smb,72,72
C32FBB15,Hangin Work Lamp 01,hangin_work_lamp_01.geo,12,zonebundle_395.smb,67,67
CCE4287A,Armadillo House 01,armadillo_house_01.geo,12,zonebundle_58.smb,2;28;36;43;46;50;51;59;60;67;68;69,2;28;36;43;46;50;51;59;60;67;68;69
E8C7C34D,Dead Trunk 04,dead_trunk_04.geo,12,zonebundle_404.smb,73;74;75;76,73;74;75;76
F5C2F3F5,Dead Trunk 03,dead_trunk_03.geo,12,zonebundle_404.smb,73;74;75;76,73;74;75;76
F952C51E,Destructible Crate,destructible_crate.geo,12,zonebundle_66.smb,2,2
1252D8CE,Fence Wood Arc 01,fence_wood_arc_01.geo,11,zonebundle_265.smb,30,30
3A71E585,Dumpster,dumpster.geo,11,zonebundle_39.smb,2;9;19;20;21;22;23,2;9;19;20;21;22;23
7F0C37AA,Town Door 02,town_door_02.geo,11,zonebundle_104.smb,9;10;13;14;17;27,9;10;13;14;17;27
96CBCE5E,Power Poll 02,power_poll_02.geo,11,zonebundle_116.smb,9;14;15;20;21;91,9;14;15;20;21;91
B86AD50B,Nonjumpable Crate 01,nonjumpable_crate_01.geo,11,zonebundle_211.smb,21,21
C83E916D,Squrrel Bush 01,squrrel_bush_01.geo,11,zonebundle_52.smb,2;20;31;34;36;43;46;47;59;60;67,2;20;31;34;36;43;46;47;59;60;67
D96C8F66,Clothes Hanging 02,clothes_hanging_02.geo,11,zonebundle_162.smb,14;15,14;15
E54943CB,Gear Large 01,gear_large_01.geo,11,zonebundle_171.smb,14;30;32;33,14;30;32;33
07BC3C10,Rope Marker 02,rope_marker_02.geo,10,zonebundle_234.smb,27;28;30;33;34;35;103,27;28;30;33;34;35;103
0EF6CD0C,Bat House 01,bat_house_01.geo,10,zonebundle_242.smb,27;28;36;44;46;50;51;59;60;67,27;28;36;44;46;50;51;59;60;67
1DF1B994,FarmHouseWallLamps,farmHouseWallLamps.geo,10,zonebundle_113.smb,9;10,9;10
297DF090,Windowpane 4x4 01,windowpane_4x4_01.geo,10,zonebundle_66.smb,2,2
2F743F79,,,10,,?,?
4C008A3B,Power Line Wallmount 01,power_line_wallmount_01.geo,10,zonebundle_16.smb,2;3;7;64;81,2;3;7;64;81
677BACF2,Cattail 01,cattail_01.geo,10,zonebundle_26.smb,2;3;43;44;46;47;59;60;68;84,2;3;43;44;46;47;59;60;68;84
6CDCDA38,Destructible Crate,destructible_crate.geo,10,zonebundle_293.smb,42;43;44;45;46;47;48;50;51;52;53;54,42;43;44;45;46;47;48;50;51;52;53;54
809462D1,Destructible Picketfence,destructible_picketfence.geo,10,zonebundle_147.smb,13;14;15,13;14;15
96AF4EC5,WindowGunner,WindowGunner.geo,10,zonebundle_147.smb,13;14;15,13;14;15
A627210B,Skunk House 01,skunk_house_01.geo,10,zonebundle_51.smb,2;19;29;30;59;60;61;63;67;69,2;19;29;30;59;60;61;63;67;69
EA18289C,Oildrum,oildrum.geo,10,zonebundle_211.smb,21,21
F14A7EDF,Door Backing,door_backing.geo,10,zonebundle_104.smb,9;10;13;14;17;27,9;10;13;14;17;27
07944834,Cabinets Low 02,cabinets_low_02.geo,9,zonebundle_211.smb,21,21
100EEFE8,Board 01,board_01.geo,9,zonebundle_371.smb,59,59
14EF5DCB,Junk Oven 02,junk_oven_02.geo,9,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
3BA9CF38,Lantern Flicker 01,lantern_flicker_01.geo,9,zonebundle_229.smb,26;27;28;29;30;32;33;103;106,26;27;28;29;30;32;33;103;106
3F51F625,Stone Bricks 01,stone_bricks_01.geo,9,zonebundle_371.smb,59,59
5081D075,Hangin Plant 01,hangin_plant_01.geo,9,zonebundle_229.smb,26;27;28;29;30;32;33;103;106,26;27;28;29;30;32;33;103;106
598EDF39,Lantern Hanging 01,lantern_hanging_01.geo,9,zonebundle_234.smb,27;28;30;33;34;35;103,27;28;30;33;34;35;103
6D43AF90,Fly 02,fly_02.geo,9,zonebundle_147.smb,13;14;15,13;14;15
75A73602,Fly 01,fly_01.geo,9,zonebundle_160.smb,14;15;54;55;56;57;58;59;60;61;62;64;65;67;68,14;15;54;55;56;57;58;59;60;61;62;64;65;67;68
AD0B40EB,Sewerlamp 01,sewerlamp_01.geo,9,zonebundle_36.smb,2;9;10;21;31;33;35;44;46;47;48;51;60;63;67;117,2;9;10;21;31;33;35;44;46;47;48;51;60;63;67;117
B395CA8D,Destructible Crate,destructible_crate.geo,9,zonebundle_356.smb,55;56;57;58;59;60;101;131,55;56;57;58;59;60;101;131
C9711AE5,Rug 03,rug_03.geo,9,zonebundle_66.smb,2,2
D81F7411,Cactus 01,cactus_01.geo,9,zonebundle_396.smb,68,68
DF706DB1,Sewerlamp Hanging 01,sewerlamp_hanging_01.geo,9,zonebundle_375.smb,61;62;64;65,61;62;64;65
E1533B2C,Destructible Crate Apples,destructible_crate_apples.geo,9,zonebundle_66.smb,2,2
EB6A8CE3,Junk Debris 02,junk_debris_02.geo,9,zonebundle_172.smb,14;36;43;44;45;46;47;48;50;120,14;36;43;44;45;46;47;48;50;120
080AABC3,Junk Big 04,junk_big_04.geo,8,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
10F12D5D,Bee Nest 01,bee_nest_01.geo,8,zonebundle_197.smb,19;36;44;47;51;59;60;68,19;36;44;47;51;59;60;68
2F97C073,White Stove 01,white_stove_01.geo,8,zonebundle_189.smb,19;20;21;44,19;20;21;44
39756AE6,Destructible Boards 01,destructible_boards_01.geo,8,zonebundle_121.smb,10;13;14,10;13;14
48DF3C6D,Insulator 01,insulator_01.geo,8,zonebundle_28.smb,2;3,2;3
511CC48B,Couch,couch.geo,8,zonebundle_210.smb,21;98,21;98
730433ED,Crate Small Lowrez 01,crate_small_lowrez_01.geo,8,zonebundle_248.smb,27,27
784A0AD9,Lampshade,lampshade.geo,8,zonebundle_211.smb,21,21
7993FE5B,Destructible Barrel 01,destructible_barrel_01.geo,8,zonebundle_392.smb,67;68;69,67;68;69
9B03840F,CatacombWebs,catacombWebs.geo,8,zonebundle_402.smb,72,72
B5010A64,White Refrigerator 01,white_refrigerator_01.geo,8,zonebundle_189.smb,19;20;21;44,19;20;21;44
E2CB82C3,Cactus Tall 02,cactus_tall_02.geo,8,zonebundle_140.smb,12;20;43;44;46;50;68;124,12;20;43;44;46;50;68;124
0BC41AF4,Destructible Crate Corn,destructible_crate_corn.geo,7,zonebundle_287.smb,36,36
14AC5272,Grass Thin,grass_thin.geo,7,zonebundle_403.smb,73;74;75;76;77;78;144,73;74;75;76;77;78;144
218BD77B,,,7,,?,?
22FE3DDD,File Cabinet 01,file_cabinet_01.geo,7,zonebundle_120.smb,9,9
2A6762F8,Sign Direction General 01,sign_direction_general_01.geo,7,zonebundle_134.smb,12;13;14;15;68,12;13;14;15;68
32EF52C1,Cabinetdoor 01,cabinetdoor_01.geo,7,zonebundle_66.smb,2,2
3D481E10,De RedLight Bulb,de_RedLight_bulb.geo,7,zonebundle_352.smb,51,51
5FF8FDC8,Clothes Hanging 01,clothes_hanging_01.geo,7,zonebundle_162.smb,14;15,14;15
7940447E,Nestcouch 01,nestcouch_01.geo,7,zonebundle_211.smb,21,21
7FAEA918,Lantern Flicker 01,lantern_flicker_01.geo,7,zonebundle_287.smb,36,36
9D57CCA3,Lantern Flicker 01,lantern_flicker_01.geo,7,zonebundle_130.smb,12;13;14;15;17;28;29;30;32;36,12;13;14;15;17;28;29;30;32;36
AFB9D8F2,Junk Pile 01,junk_pile_01.geo,7,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
B0F6FC80,De RedLight Housing,de_redLight_housing.geo,7,zonebundle_352.smb,51,51
B47B206F,Cabinetdoor 02,cabinetdoor_02.geo,7,zonebundle_66.smb,2,2
C0031A55,Dead Cave Bush 01,dead_cave_bush_01.geo,7,zonebundle_295.smb,42;51;52;53;54;87;116,42;51;52;53;54;87;116
C04D49D1,Destructible Mailbox,destructible_mailbox.geo,7,zonebundle_121.smb,10;13;14,10;13;14
CA11A38B,Light Warehouse 01,light_warehouse_01.geo,7,zonebundle_127.smb,10,10
DA1D5C25,Trashcan 01,trashcan_01.geo,7,zonebundle_189.smb,19;20;21;44,19;20;21;44
DFA3B50E,,,7,,?,?
F48ED6B5,Goods Box 02,goods_box_02.geo,7,zonebundle_127.smb,10,10
FF87C7D5,Bed 01,bed_01.geo,7,zonebundle_34.smb,2;9;10;19;20;21;98,2;9;10;19;20;21;98
0CFC2C77,Posters,posters.geo,6,zonebundle_120.smb,9,9
0ED75A70,Storage Cabinet 01,storage_cabinet_01.geo,6,zonebundle_127.smb,10,10
0F88F807,Signpost Metal 01,signpost_metal_01.geo,6,zonebundle_134.smb,12;13;14;15;68,12;13;14;15;68
13F47DC7,TownsfolkFemale,townsfolkFemale.geo,6,npc_6.smb,*,*
14F9D8CD,Native Pot 02,native_pot_02.geo,6,zonebundle_195.smb,19;20,19;20
150F9B7B,Junk Big 03,junk_big_03.geo,6,zonebundle_255.smb,28;43;44;45;46;48;69,28;43;44;45;46;48;69
292DAA5C,Junk Pile 02,junk_pile_02.geo,6,zonebundle_310.smb,43;44;45;47;120,43;44;45;47;120
3385FAEE,Window Shutters 01,window_shutters_01.geo,6,zonebundle_116.smb,9;14;15;20;21;91,9;14;15;20;21;91
339578CA,White Refrigerator 02,white_refrigerator_02.geo,6,zonebundle_189.smb,19;20;21;44,19;20;21;44
3B13442C,Sign Slog Warning,sign_slog_warning.geo,6,zonebundle_265.smb,30,30
461C01D2,Nonjumpable Crate 01,nonjumpable_crate_01.geo,6,zonebundle_392.smb,67;68;69,67;68;69
4B0B7FF5,Native Door 01,native_door_01.geo,6,zonebundle_195.smb,19;20,19;20
66060712,Destructible Barrel Moolah01,destructible_barrel_moolah01.geo,6,zonebundle_99.smb,5,5
6DFEFE4D,Junk Debris 01,junk_debris_01.geo,6,zonebundle_140.smb,12;20;43;44;46;50;68;124,12;20;43;44;46;50;68;124
77CB8AA3,Transformer 01,transformer_01.geo,6,zonebundle_189.smb,19;20;21;44,19;20;21;44
7CD05D1B,Butcherblock 01,butcherblock_01.geo,6,zonebundle_189.smb,19;20;21;44,19;20;21;44
84BB3CE4,Ceilingfan Generalstore,ceilingfan_generalstore.geo,6,zonebundle_113.smb,9;10,9;10
A100BFD3,Garden Sign 02,garden_sign_02.geo,6,zonebundle_287.smb,36,36
B7D0DB2E,Junk Pigbox 02,junk_pigbox_02.geo,6,zonebundle_310.smb,43;44;45;47;120,43;44;45;47;120
BD7EF258,Burnt Wood 01,burnt_wood_01.geo,6,zonebundle_32.smb,2;5;46;68,2;5;46;68
C45961F2,Opple Crate 01,opple_crate_01.geo,6,zonebundle_127.smb,10,10
C918B77A,Perforated Catwalk,perforated_catwalk.geo,6,zonebundle_176.smb,14,14
C96EB924,Newspaper 01,newspaper_01.geo,6,zonebundle_66.smb,2,2
CCC89B91,Cabinets Low 03,cabinets_low_03.geo,6,zonebundle_211.smb,21,21
DD4E6178,House Indoors,house_indoors.geo,6,zonebundle_195.smb,19;20,19;20
E0D7C598,SkullWithJaw,skullWithJaw.geo,6,zonebundle_402.smb,72,72
E13B32A4,Destructible Boards 02,destructible_boards_02.geo,6,zonebundle_352.smb,51,51
EBD7DD3E,Fly 01,fly_01.geo,6,zonebundle_147.smb,13;14;15,13;14;15
F2C4317C,SpineArmsRibs,spineArmsRibs.geo,6,zonebundle_402.smb,72,72
F3C147FC,Plume 01,plume_01.geo,6,zonebundle_237.smb,27;28;30;33,27;28;30;33
FE81D85C,Cabinetdoortall 01,cabinetdoortall_01.geo,6,zonebundle_66.smb,2,2
05038E5B,De Proxy Bone,de_proxy_bone.geo,5,zonebundle_373.smb,60,60
0524745D,Barrel Moolah,barrel_moolah.geo,5,zonebundle_204.smb,20,20
0F356C7B,Clothes Hanging 04,clothes_hanging_04.geo,5,zonebundle_176.smb,14,14
12293980,Metal Fluorescent 02,metal_fluorescent_02.geo,5,zonebundle_66.smb,2,2
12EA5132,Junk Reefer 02,junk_reefer_02.geo,5,zonebundle_310.smb,43;44;45;47;120,43;44;45;47;120
1C588F57,Sign Direction Sewer 01,sign_direction_sewer_01.geo,5,zonebundle_162.smb,14;15,14;15
2A6386EC,ProxyGeo,ProxyGeo.geo,5,zonebundle_352.smb,51,51
340F15BD,,,5,,?,?
364FE094,Sewersludge 01,sewersludge_01.geo,5,zonebundle_39.smb,2;9;19;20;21;22;23,2;9;19;20;21;22;23
64985248,Garden Hoe 01,garden_hoe_01.geo,5,zonebundle_287.smb,36,36
65B57F37,De Crate Tall,de_crate_tall.geo,5,zonebundle_274.smb,33,33
67AF400A,Destructible Boards 01,destructible_boards_01.geo,5,zonebundle_352.smb,51,51
6BC4EF78,Wheelbarrel 01,wheelbarrel_01.geo,5,zonebundle_210.smb,21;98,21;98
7B29B3F9,Destructible Barrel 01,destructible_barrel_01.geo,5,zonebundle_373.smb,60,60
8E03156C,Destructible Barrel 01,destructible_barrel_01.geo,5,zonebundle_189.smb,19;20;21;44,19;20;21;44
8E919773,Lightbulbgreen,lightbulbgreen.geo,5,zonebundle_274.smb,33,33
947E239C,Junk Reefer 01,junk_reefer_01.geo,5,zonebundle_299.smb,43;44;45;46;47;48;49;50;121,43;44;45;46;47;48;49;50;121
95D8903B,Pan 01,pan_01.geo,5,zonebundle_211.smb,21,21
98BF4061,Crate Med Lowrez 01,crate_med_lowrez_01.geo,5,zonebundle_276.smb,34,34
9E0DF0CA,White Woodcabinet Noglass 02,white_woodcabinet_noglass_02.geo,5,zonebundle_42.smb,2;10;21;27;96,2;10;21;27;96
A46A4F73,File Cabinet 02,file_cabinet_02.geo,5,zonebundle_120.smb,9,9
A571F645,Sewerlamp Hanging 01,sewerlamp_hanging_01.geo,5,zonebundle_295.smb,42;51;52;53;54;87;116,42;51;52;53;54;87;116
A742BC56,Slog Drain,slog_drain.geo,5,zonebundle_253.smb,28;30,28;30
B000DBA1,Metal Sink 02,metal_sink_02.geo,5,zonebundle_211.smb,21,21
B1BC91C9,Fir Tree 02,fir_tree_02.geo,5,zonebundle_412.smb,75;78,75;78
C1CA6F07,OutlawSemiAuto,outlawSemiAuto.geo,5,npc_34.smb,*,*
C3567866,Junk Big 05,junk_big_05.geo,5,zonebundle_335.smb,44;47;49;122,44;47;49;122
CE081770,LegsPelvisRibs,legsPelvisRibs.geo,5,zonebundle_402.smb,72,72
CF10C1A3,Light Warning 01,light_warning_01.geo,5,zonebundle_265.smb,30,30
